CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3911929,3914022,359,420,390,394,1,48
3914022,3911929,370,411,394,401,1,48
3911929,3912859,359,420,390,393,1,49
3912859,3911929,368,417,394,401,1,49
3911929,3911945,359,420,393,401,1,53
3911945,3911929,373,419,394,401,1,53
3911929,3911935,359,420,390,392,1,50
3911935,3911929,354,421,394,401,1,50
3911929,3911941,359,420,390,394,1,48
3911941,3911929,376,419,394,401,1,48
3911929,0,359,420,0,0,1,563
0,3911929,0,0,394,401,1,563
3914022,3911929,370,411,394,401,1,38
3911929,3914022,359,420,390,394,1,38
3914022,3912859,370,411,390,393,1,33
3912859,3914022,368,417,390,394,1,33
3914022,3911945,370,411,393,401,1,37
3911945,3914022,373,419,390,394,1,37
3914022,3911935,370,411,390,392,1,34
3911935,3914022,354,421,390,394,1,34
3914022,3911941,370,411,390,394,1,32
3911941,3914022,376,419,390,394,1,32
3914022,0,370,411,0,0,1,562
0,3914022,0,0,390,394,1,562
3912859,3911929,368,417,394,401,1,43
3911929,3912859,359,420,390,393,1,43
3912859,3914022,368,417,390,394,1,37
3914022,3912859,370,411,390,393,1,37
3912859,3911945,368,417,393,401,1,42
3911945,3912859,373,419,390,393,1,42
3912859,3911935,368,417,390,392,1,39
3911935,3912859,354,421,390,393,1,39
3912859,3911941,368,417,390,394,1,37
3911941,3912859,376,419,390,393,1,37
3912859,0,368,417,0,0,1,567
0,3912859,0,0,390,393,1,567
3911945,3911929,373,419,394,401,1,48
3911929,3911945,359,420,393,401,1,48
3911945,3914022,373,419,390,394,1,42
3914022,3911945,370,411,393,401,1,42
3911945,3912859,373,419,390,393,1,43
3912859,3911945,368,417,393,401,1,43
3911945,3911935,373,419,390,392,1,44
3911935,3911945,354,421,393,401,1,44
3911945,3911941,373,419,390,394,1,42
3911941,3911945,376,419,393,401,1,42
3911945,0,373,419,0,0,1,572
0,3911945,0,0,393,401,1,572
3911935,3911929,354,421,394,401,1,66
3911929,3911935,359,420,390,392,1,66
3911935,3914022,354,421,390,394,1,60
3914022,3911935,370,411,390,392,1,60
3911935,3912859,354,421,390,393,1,61
3912859,3911935,368,417,390,392,1,61
3911935,3911945,354,421,393,401,1,65
3911945,3911935,373,419,390,392,1,65
3911935,3911941,354,421,390,394,1,60
3911941,3911935,376,419,390,392,1,60
3911935,0,354,421,0,0,1,554
0,3911935,0,0,390,392,1,554
3911941,3911929,376,419,394,401,1,35
3911929,3911941,359,420,390,394,1,35
3911941,3914022,376,419,390,394,1,29
3914022,3911941,370,411,390,394,1,29
3911941,3912859,376,419,390,393,1,30
3912859,3911941,368,417,390,394,1,30
3911941,3911945,376,419,393,401,1,34
3911945,3911941,373,419,390,394,1,34
3911941,3911935,376,419,390,392,1,31
3911935,3911941,354,421,390,394,1,31
3911941,0,376,419,0,0,1,579
0,3911941,0,0,390,394,1,579
0,3911929,0,0,394,401,1,533
3911929,0,359,420,0,0,1,533
0,3914022,0,0,390,394,1,524
3914022,0,370,411,0,0,1,524
0,3912859,0,0,390,393,1,524
3912859,0,368,417,0,0,1,524
0,3911945,0,0,393,401,1,533
3911945,0,373,419,0,0,1,533
0,3911935,0,0,390,392,1,524
3911935,0,354,421,0,0,1,524
0,3911941,0,0,390,394,1,524
3911941,0,376,419,0,0,1,524
