CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3914651,3914662,401,410,322,349,1,0
3914662,3914651,401,413,322,349,1,0
3914651,3914775,401,410,322,349,1,0
3914775,3914651,407,431,322,349,1,0
3914651,3914034,401,410,322,349,1,0
3914034,3914651,401,410,322,349,1,0
3914651,3914061,401,410,322,349,1,0
3914061,3914651,401,410,322,349,1,0
3914651,3914119,401,410,322,349,1,0
3914119,3914651,401,410,322,349,1,0
3914651,3914139,401,410,322,349,1,0
3914139,3914651,401,410,322,349,1,0
3914651,0,401,410,0,0,1,593
0,3914651,0,0,322,349,1,593
3914662,3914651,401,413,322,349,1,0
3914651,3914662,401,410,322,349,1,0
3914662,3914775,401,413,322,349,1,0
3914775,3914662,407,431,322,349,1,0
3914662,3914034,401,413,322,349,1,0
3914034,3914662,401,410,322,349,1,0
3914662,3914061,401,413,322,349,1,0
3914061,3914662,401,410,322,349,1,0
3914662,3914119,401,413,322,349,1,0
3914119,3914662,401,410,322,349,1,0
3914662,3914139,401,413,322,349,1,0
3914139,3914662,401,410,322,349,1,0
3914662,0,401,413,0,0,1,596
0,3914662,0,0,322,349,1,596
3914775,3914651,407,431,322,349,1,0
3914651,3914775,401,410,322,349,1,0
3914775,3914662,407,431,322,349,1,0
3914662,3914775,401,413,322,349,1,0
3914775,3914034,407,431,322,349,1,0
3914034,3914775,401,410,322,349,1,0
3914775,3914061,407,431,322,349,1,0
3914061,3914775,401,410,322,349,1,0
3914775,3914119,407,431,322,349,1,0
3914119,3914775,401,410,322,349,1,0
3914775,3914139,407,431,322,349,1,0
3914139,3914775,401,410,322,349,1,0
3914775,0,407,431,0,0,1,611
0,3914775,0,0,322,349,1,611
3914034,3914651,401,410,322,349,1,0
3914651,3914034,401,410,322,349,1,0
3914034,3914662,401,410,322,349,1,0
3914662,3914034,401,413,322,349,1,0
3914034,3914775,401,410,322,349,1,0
3914775,3914034,407,431,322,349,1,0
3914034,3914061,401,410,322,349,1,0
3914061,3914034,401,410,322,349,1,0
3914034,3914119,401,410,322,349,1,0
3914119,3914034,401,410,322,349,1,0
3914034,3914139,401,410,322,349,1,0
3914139,3914034,401,410,322,349,1,0
3914034,0,401,410,0,0,1,593
0,3914034,0,0,322,349,1,593
3914061,3914651,401,410,322,349,1,0
3914651,3914061,401,410,322,349,1,0
3914061,3914662,401,410,322,349,1,0
3914662,3914061,401,413,322,349,1,0
3914061,3914775,401,410,322,349,1,0
3914775,3914061,407,431,322,349,1,0
3914061,3914034,401,410,322,349,1,0
3914034,3914061,401,410,322,349,1,0
3914061,3914119,401,410,322,349,1,0
3914119,3914061,401,410,322,349,1,0
3914061,3914139,401,410,322,349,1,0
3914139,3914061,401,410,322,349,1,0
3914061,0,401,410,0,0,1,593
0,3914061,0,0,322,349,1,593
3914119,3914651,401,410,322,349,1,0
3914651,3914119,401,410,322,349,1,0
3914119,3914662,401,410,322,349,1,0
3914662,3914119,401,413,322,349,1,0
3914119,3914775,401,410,322,349,1,0
3914775,3914119,407,431,322,349,1,0
3914119,3914034,401,410,322,349,1,0
3914034,3914119,401,410,322,349,1,0
3914119,3914061,401,410,322,349,1,0
3914061,3914119,401,410,322,349,1,0
3914119,3914139,401,410,322,349,1,0
3914139,3914119,401,410,322,349,1,0
3914119,0,401,410,0,0,1,593
0,3914119,0,0,322,349,1,593
3914139,3914651,401,410,322,349,1,0
3914651,3914139,401,410,322,349,1,0
3914139,3914662,401,410,322,349,1,0
3914662,3914139,401,413,322,349,1,0
3914139,3914775,401,410,322,349,1,0
3914775,3914139,407,431,322,349,1,0
3914139,3914034,401,410,322,349,1,0
3914034,3914139,401,410,322,349,1,0
3914139,3914061,401,410,322,349,1,0
3914061,3914139,401,410,322,349,1,0
3914139,3914119,401,410,322,349,1,0
3914119,3914139,401,410,322,349,1,0
3914139,0,401,410,0,0,1,593
0,3914139,0,0,322,349,1,593
0,3914651,0,0,322,349,1,430
3914651,0,401,410,0,0,1,430
0,3914662,0,0,322,349,1,430
3914662,0,401,413,0,0,1,430
0,3914775,0,0,322,349,1,430
3914775,0,407,431,0,0,1,430
0,3914034,0,0,322,349,1,430
3914034,0,401,410,0,0,1,430
0,3914061,0,0,322,349,1,430
3914061,0,401,410,0,0,1,430
0,3914119,0,0,322,349,1,430
3914119,0,401,410,0,0,1,430
0,3914139,0,0,322,349,1,430
3914139,0,401,410,0,0,1,430
