CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912487,3912642,230,454,149,441,1,117
3912642,3912487,212,368,80,475,1,117
3912487,3912676,230,454,149,441,1,117
3912676,3912487,212,368,80,475,1,117
3912487,3912704,230,454,149,441,1,117
3912704,3912487,212,368,80,475,1,117
3912487,3911700,230,454,152,494,1,102
3911700,3912487,241,369,80,475,1,102
3912487,3911669,230,454,146,488,1,107
3911669,3912487,194,373,80,475,1,107
3912487,0,230,454,0,0,1,568
0,3912487,0,0,80,475,1,568
3912642,3912487,212,368,80,475,1,211
3912487,3912642,230,454,149,441,1,211
3912642,3912676,212,368,149,441,1,89
3912676,3912642,212,368,149,441,1,89
3912642,3912704,212,368,149,441,1,89
3912704,3912642,212,368,149,441,1,89
3912642,3911700,212,368,152,494,1,134
3911700,3912642,241,369,149,441,1,134
3912642,3911669,212,368,146,488,1,139
3911669,3912642,194,373,149,441,1,139
3912642,0,212,368,0,0,1,384
0,3912642,0,0,149,441,1,384
3912676,3912487,212,368,80,475,1,211
3912487,3912676,230,454,149,441,1,211
3912676,3912642,212,368,149,441,1,89
3912642,3912676,212,368,149,441,1,89
3912676,3912704,212,368,149,441,1,89
3912704,3912676,212,368,149,441,1,89
3912676,3911700,212,368,152,494,1,134
3911700,3912676,241,369,149,441,1,134
3912676,3911669,212,368,146,488,1,139
3911669,3912676,194,373,149,441,1,139
3912676,0,212,368,0,0,1,384
0,3912676,0,0,149,441,1,384
3912704,3912487,212,368,80,475,1,211
3912487,3912704,230,454,149,441,1,211
3912704,3912642,212,368,149,441,1,89
3912642,3912704,212,368,149,441,1,89
3912704,3912676,212,368,149,441,1,89
3912676,3912704,212,368,149,441,1,89
3912704,3911700,212,368,152,494,1,134
3911700,3912704,241,369,149,441,1,134
3912704,3911669,212,368,146,488,1,139
3911669,3912704,194,373,149,441,1,139
3912704,0,212,368,0,0,1,384
0,3912704,0,0,149,441,1,384
3911700,3912487,241,369,80,475,1,240
3912487,3911700,230,454,152,494,1,240
3911700,3912642,241,369,149,441,1,119
3912642,3911700,212,368,152,494,1,119
3911700,3912676,241,369,149,441,1,119
3912676,3911700,212,368,152,494,1,119
3911700,3912704,241,369,149,441,1,119
3912704,3911700,212,368,152,494,1,119
3911700,3911669,241,369,146,488,1,168
3911669,3911700,194,373,152,494,1,168
3911700,0,241,369,0,0,1,409
0,3911700,0,0,152,494,1,409
3911669,3912487,194,373,80,475,1,210
3912487,3911669,230,454,146,488,1,210
3911669,3912642,194,373,149,441,1,0
3912642,3911669,212,368,146,488,1,0
3911669,3912676,194,373,149,441,1,0
3912676,3911669,212,368,146,488,1,0
3911669,3912704,194,373,149,441,1,0
3912704,3911669,212,368,146,488,1,0
3911669,3911700,194,373,152,494,1,135
3911700,3911669,241,369,146,488,1,135
3911669,0,194,373,0,0,1,386
0,3911669,0,0,146,488,1,386
0,3912487,0,0,80,475,1,483
3912487,0,230,454,0,0,1,483
0,3912642,0,0,149,441,1,0
3912642,0,212,368,0,0,1,0
0,3912676,0,0,149,441,1,0
3912676,0,212,368,0,0,1,0
0,3912704,0,0,149,441,1,0
3912704,0,212,368,0,0,1,0
0,3911700,0,0,152,494,1,0
3911700,0,241,369,0,0,1,0
0,3911669,0,0,146,488,1,0
3911669,0,194,373,0,0,1,0
