Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885026,Service,10.0,10.0,20.386666666666667,10.386666666666667
1,2,3885026,3884977,Service,10.491160506230203,30.877827172896886,41.264493839563556,10.38666666666667
1,3,3884977,3887799,Service,10.488369821535713,51.75286366109927,62.186196994432606,10.433333333333337
1,4,3887799,3887601,Service,10.446509551118368,72.63270654555097,83.06603987888431,10.433333333333337
1,5,3887601,0,Return to Base,10.0,,,
2,1,0,3884956,Service,10.0,10.0,20.386666666666667,10.386666666666667
2,2,3884956,3884653,Service,10.491160506230203,30.877827172896886,41.264493839563556,10.38666666666667
2,3,3884653,3882950,Service,10.491160506230203,51.75565434579377,62.12898767912711,10.373333333333335
2,4,3882950,3876608,Service,10.513485983786122,72.64247366291323,83.10580699624657,10.463333333333338
2,5,3876608,0,Return to Base,10.0,,,
