Operator,Task,Start,Finish,Successor
1,3882113,10.82883335426348,21.09883335426348,3877920
1,3877920,31.425343463518786,41.672010130185456,3877937
1,3877937,52.00410160882974,62.25076827549641,3877959
1,3877959,72.59681317761316,82.86681317761315,3877643
1,3877643,93.20727671034092,103.55394337700758,0
2,3877646,10.831624038957953,21.12829070562462,3877641
2,3877641,31.449219445491,41.719219445491,3877951
2,3877951,52.0457295547463,62.29906288807963,3877642
2,3877642,72.63115436672392,82.89448770005725,3882226
2,3882226,93.23216054809052,103.55549388142386,0
