Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3886652,Service,11.199994418630611,11.19999441863061,22.423327751963942,11.223333333333333
1,2,3886652,0,Return to Base,11.199994418630611,,,
2,1,0,3883479,Service,11.199994418630611,11.19999441863061,22.423327751963942,11.223333333333333
2,2,3883479,3881983,Service,10.775810345068162,33.19913809703209,44.42247143036542,11.22333333333333
2,3,3881983,0,Return to Base,11.199994418630611,,,
3,1,0,3891268,Service,11.199994418630611,11.19999441863061,22.423327751963942,11.223333333333333
3,2,3891268,3881319,Service,10.775810345068162,33.19913809703209,44.42247143036542,11.22333333333333
3,3,3881319,0,Return to Base,11.199994418630611,,,
4,1,0,3890152,Service,11.199994418630611,11.19999441863061,22.423327751963942,11.223333333333333
4,2,3890152,3881248,Service,10.775810345068162,33.19913809703209,44.42247143036542,11.22333333333333
4,3,3881248,0,Return to Base,11.199994418630611,,,
