Operator,Task,Start,Finish,Successor
1,3885437,12.419523630122654,22.762856963455988,3880905
1,3880905,33.06983227984986,43.39983227984986,3889606
1,3889606,53.706807596243735,64.03680759624373,3880137
1,3880137,74.34657359733211,84.67990693066544,3879730
1,3879730,94.99246361644829,105.32579694978162,0
2,3880897,12.427895684206188,22.767895684206188,3884730
2,3884730,33.063708261822114,43.37037492848878,3880917
2,3880917,53.66897819079918,64.00564485746585,3883574
2,3883574,74.32378291263768,84.66044957930436,3880612
2,3880612,94.97579694978171,105.3257969497817,0
