Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885789,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
1,2,3885789,0,Return to Base,11.174878256380202,,,
2,1,0,3886861,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
2,2,3886861,3877948,Service,10.764647606290204,33.149525862670394,44.359525862670395,11.21
2,3,3877948,0,Return to Base,11.174878256380202,,,
3,1,0,3894213,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
3,2,3894213,3885653,Service,10.764647606290204,33.149525862670394,44.359525862670395,11.21
3,3,3885653,0,Return to Base,11.174878256380202,,,
4,1,0,3886440,Service,11.174878256380202,11.174878256380197,22.384878256380198,11.21
4,2,3886440,3885465,Service,10.764647606290204,33.149525862670394,44.359525862670395,11.21
4,3,3885465,0,Return to Base,11.174878256380202,,,
