Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3885229,Service,10.834414723652449,10.834414723652458,21.801081390319126,10.966666666666669
1,2,3885229,3885245,Service,10.881856363458775,32.68293775377791,43.649604420444575,10.966666666666669
1,3,3885245,0,Return to Base,10.834414723652449,,,
2,1,0,3887109,Service,10.845577462430407,10.845577462430413,21.722244129097078,10.876666666666665
2,2,3887109,3887090,Service,10.792554453235102,32.51479858233219,43.391465248998855,10.876666666666665
2,3,3887090,3880796,Service,10.814879930791019,54.20634517978988,65.14301184645655,10.936666666666667
2,4,3880796,0,Return to Base,10.859530885902856,,,
3,1,0,3885211,Service,10.834414723652449,10.834414723652458,21.801081390319126,10.966666666666669
3,2,3885211,3880800,Service,10.859530885902856,32.660612276222,43.597278942888664,10.936666666666667
3,3,3880800,0,Return to Base,10.859530885902856,,,
