Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3888408,Service,11.174878256380202,11.174878256380254,21.591544923046918,10.416666666666664
1,2,3888408,3890771,Service,10.373951749061632,31.965496672108557,42.36883000544189,10.403333333333336
1,3,3890771,3887741,Service,10.373951749061632,52.742781754503525,63.16278175450353,10.420000000000002
1,4,3887741,0,Return to Base,11.174878256380202,,,
2,1,0,3885425,Service,11.174878256380202,11.174878256380252,21.578211589713582,10.40333333333333
2,2,3885425,3887244,Service,10.373951749061632,31.95216333877522,42.35549667210856,10.403333333333336
2,3,3887244,3885219,Service,10.373951749061632,52.72944842117019,63.146115087836854,10.416666666666664
2,4,3885219,0,Return to Base,11.174878256380202,,,
3,1,0,3884559,Service,11.174878256380202,11.174878256380197,21.57821158971353,10.403333333333332
3,2,3884559,3887516,Service,10.373951749061632,31.952163338775165,42.3554966721085,10.403333333333336
3,3,3887516,3888401,Service,10.387905172534081,52.74340184464259,63.160068511309255,10.416666666666664
3,4,3888401,0,Return to Base,11.174878256380202,,,
