CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562122982,3912763,8,15,CARICO DA MAG AUTO,1,3804370,64,242,416,0,MA-TE-PIC,OUT_AUTO_T,DEPOSITO TERRA USCITA MA,-,0,STOCK,0,-,1,230,2,9/11/2022 11:51:03 AM,9/11/2022 11:52:13 AM,9/11/2022 11:54:08 AM,2,1385643,1308662,0,0,0,0,1,1,769858,ORIGINES DE REX OR GLOSSY 60X120 RETT,32,260,1,9/11/2022 11:52:59 AM,1,363
2562122269,3912716,5,15,CARICO DA MAG AUTO,1,3804371,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,4,9/11/2022 11:34:48 AM,9/11/2022 11:52:19 AM,9/11/2022 11:53:58 AM,2,1385644,1307908,0,0,0,0,1,1,756208,STONES 2.0 SAHARA NOIR MATTE 80X80 RET,476,570,1,9/11/2022 11:53:05 AM,1,367
2562122777,3912459,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3804377,86,106,170,0,PRE-BOX-14,PRE_BOX,AREA PRE-BOX PLANT2,4,M3-CL-02,S_CANT,Cantilever M3,-,383,407,3227,9/11/2022 10:12:10 AM,9/11/2022 11:52:41 AM,9/11/2022 11:59:21 AM,7,1385541,1309436,0,0,0,0,1,1,,,,,,9/11/2022 11:56:02 AM,3,435
2562123205,3912756,0,63,POSIZIONAMENTO DA PICK_CLD A BOX,1,3804376,45,233,746,0,M1-PICK-F9,PICK_CLD,PICKING MANUALE M1,1,M3-BO-520,S_CA,BOX PRONTI CAMION,7,410,420,0,9/11/2022 11:47:56 AM,9/11/2022 11:54:03 AM,9/11/2022 11:55:37 AM,2,1385638,1309033,0,0,0,0,1,1,770438,LES ORIGINES DE REX ARGENT GLO 80X180 RT,202,232,4,9/11/2022 11:54:49 AM,1,354
2562123109,3912726,5,15,CARICO DA MAG AUTO,1,3804391,64,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,2,9/11/2022 11:38:39 AM,9/11/2022 11:54:10 AM,9/11/2022 12:03:42 PM,10,1385645,1308805,0,0,0,0,1,1,755717,MATIÈRES DE REX SABLE 60X120 RET,65,280,1,9/11/2022 12:02:15 PM,8,367
2562122719,3912743,8,60,POSIZIONAMENTO INTERI,1,3804378,58,280,459,0,M3-48B-02,STOCK,PIAZZALE LATO NORD,3,MA-RUL-CA1,IN_AUTO,RULLIERA 1 CARICO MAGUATO,14,230,454,0,9/11/2022 11:45:13 AM,9/11/2022 11:54:30 AM,9/11/2022 12:04:53 PM,10,1385528,1308390,40286941,2104628,454103,0,3,3,769812,REVES DE REX PERLE MATTE 60X120 RETT,1901,,1,9/11/2022 11:56:22 AM,2,84
2562123511,3912772,9,61,POSIZIONAMENTO DA STOCK A PICK_FTR,1,3804384,45,259,828,0,M1-CI-01,STOCK,MAGAZZINO COPERTO,2,M1-PICK-P9,PICK_FTR,PICKING MANUALE M1,1,233,747,0,9/11/2022 11:55:07 AM,9/11/2022 11:55:39 AM,9/11/2022 12:00:07 PM,4,1385605,1309442,40288502,2591905,437858,4,0,1,774598,HERITAGE LUXE CLOUD GLOSSY 80X180 RET,0,205,4,9/11/2022 11:59:34 AM,4,127
2562122269,3912771,8,60,POSIZIONAMENTO INTERI,1,3804382,40,194,439,0,M3-56A-01,STOCK,PIAZZALE LATO NORD,31,M3-BO-11B,S_CO,BOX PRONTI CONTAINER,1,212,368,0,9/11/2022 11:54:35 AM,9/11/2022 11:56:56 AM,9/11/2022 12:01:01 PM,4,1385526,1307908,40286062,1146779,441732,0,3,3,755705,MATIÈRES DE REX SABLE 80x80 RET,2181,,1,9/11/2022 11:59:03 AM,2,70
2562123630,3912462,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3804401,86,113,165,0,PRE-BOX-15,PRE_BOX,AREA PRE-BOX PLANT2,3,M3-CL-02,S_CANT,Cantilever M3,-,366,408,1497,9/11/2022 10:12:15 AM,9/11/2022 11:59:22 AM,9/11/2022 12:09:01 PM,10,1385534,1309410,0,0,0,0,1,1,,,,,,9/11/2022 12:07:52 PM,9,395
2562122269,3912778,8,60,POSIZIONAMENTO INTERI,1,3804392,40,194,439,0,M3-56A-01,STOCK,PIAZZALE LATO NORD,31,M3-BO-11B,S_CO,BOX PRONTI CONTAINER,1,212,368,0,9/11/2022 11:59:06 AM,9/11/2022 12:01:04 PM,9/11/2022 12:29:19 PM,28,1385526,1307908,40286062,1146779,441732,0,3,3,755705,MATIÈRES DE REX SABLE 80x80 RET,2181,,1,9/11/2022 12:02:28 PM,1,70
