CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3913240,3913220,194,369,246,426,1,63
3913220,3913240,262,451,100,314,1,63
3913240,3913241,194,369,240,895,1,675
3913241,3913240,206,724,100,314,1,675
3913240,3913226,194,369,246,426,1,63
3913226,3913240,262,451,100,314,1,63
3913240,3913231,194,369,246,426,1,63
3913231,3913240,1,230,100,314,1,63
3913240,3911898,194,369,100,220,1,207
3911898,3913240,357,434,100,314,1,207
3913240,3913245,194,369,100,314,1,167
3913245,3913240,194,369,100,314,1,167
3913240,3911702,194,369,100,312,1,165
3911702,3913240,194,375,100,314,1,165
3913240,3913247,194,369,156,297,1,97
3913247,3913240,210,374,100,314,1,97
3913240,3913243,194,369,190,286,1,84
3913243,3913240,401,417,100,314,1,84
3913240,0,194,369,0,0,1,383
0,3913240,0,0,100,314,1,383
3913220,3913240,262,451,100,314,1,270
3913240,3913220,194,369,246,426,1,270
3913220,3913241,262,451,240,895,1,546
3913241,3913220,206,724,246,426,1,546
3913220,3913226,262,451,246,426,1,41
3913226,3913220,262,451,246,426,1,41
3913220,3913231,262,451,246,426,1,41
3913231,3913220,1,230,246,426,1,41
3913220,3911898,262,451,100,220,1,308
3911898,3913220,357,434,246,426,1,308
3913220,3913245,262,451,100,314,1,270
3913245,3913220,194,369,246,426,1,270
3913220,3911702,262,451,100,312,1,268
3911702,3913220,194,375,246,426,1,268
3913220,3913247,262,451,156,297,1,200
3913247,3913220,210,374,246,426,1,200
3913220,3913243,262,451,190,286,1,169
3913243,3913220,401,417,246,426,1,169
3913220,0,262,451,0,0,1,467
0,3913220,0,0,246,426,1,467
3913241,3913240,206,724,100,314,1,431
3913240,3913241,194,369,240,895,1,431
3913241,3913220,206,724,246,426,1,306
3913220,3913241,262,451,240,895,1,306
3913241,3913226,206,724,246,426,1,306
3913226,3913241,262,451,240,895,1,306
3913241,3913231,206,724,246,426,1,306
3913231,3913241,1,230,240,895,1,306
3913241,3911898,206,724,100,220,1,527
3911898,3913241,357,434,240,895,1,527
3913241,3913245,206,724,100,314,1,431
3913245,3913241,194,369,240,895,1,431
3913241,3911702,206,724,100,312,1,433
3911702,3913241,194,375,240,895,1,433
3913241,3913247,206,724,156,297,1,485
3913247,3913241,210,374,240,895,1,485
3913241,3913243,206,724,190,286,1,453
3913243,3913241,401,417,240,895,1,453
3913241,0,206,724,0,0,1,727
0,3913241,0,0,240,895,1,727
3913226,3913240,262,451,100,314,1,270
3913240,3913226,194,369,246,426,1,270
3913226,3913220,262,451,246,426,1,41
3913220,3913226,262,451,246,426,1,41
3913226,3913241,262,451,240,895,1,546
3913241,3913226,206,724,246,426,1,546
3913226,3913231,262,451,246,426,1,41
3913231,3913226,1,230,246,426,1,41
3913226,3911898,262,451,100,220,1,308
3911898,3913226,357,434,246,426,1,308
3913226,3913245,262,451,100,314,1,270
3913245,3913226,194,369,246,426,1,270
3913226,3911702,262,451,100,312,1,268
3911702,3913226,194,375,246,426,1,268
3913226,3913247,262,451,156,297,1,200
3913247,3913226,210,374,246,426,1,200
3913226,3913243,262,451,190,286,1,169
3913243,3913226,401,417,246,426,1,169
3913226,0,262,451,0,0,1,467
0,3913226,0,0,246,426,1,467
3913231,3913240,1,230,100,314,1,123
3913240,3913231,194,369,246,426,1,123
3913231,3913220,1,230,246,426,1,278
3913220,3913231,262,451,246,426,1,278
3913231,3913241,1,230,240,895,1,886
3913241,3913231,206,724,246,426,1,886
3913231,3913226,1,230,246,426,1,278
3913226,3913231,262,451,246,426,1,278
3913231,3911898,1,230,100,220,1,97
3911898,3913231,357,434,246,426,1,97
3913231,3913245,1,230,100,314,1,123
3913245,3913231,194,369,246,426,1,123
3913231,3911702,1,230,100,312,1,121
3911702,3913231,194,375,246,426,1,121
3913231,3913247,1,230,156,297,1,160
3913247,3913231,210,374,246,426,1,160
3913231,3913243,1,230,190,286,1,193
3913243,3913231,401,417,246,426,1,193
3913231,0,1,230,0,0,1,229
