CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3912763,3912716,1,230,246,426,1,278
3912716,3912763,1,230,242,416,1,278
3912763,3912459,1,230,106,170,1,101
3912459,3912763,383,407,242,416,1,101
3912763,3912756,1,230,233,746,1,621
3912756,3912763,410,420,242,416,1,621
3912763,3912726,1,230,246,426,1,278
3912726,3912763,1,230,242,416,1,278
3912763,3912743,1,230,280,459,1,372
3912743,3912763,230,454,242,416,1,372
3912763,3912772,1,230,259,828,1,673
3912772,3912763,233,747,242,416,1,673
3912763,3912771,1,230,194,439,1,282
3912771,3912763,212,368,242,416,1,282
3912763,3912462,1,230,113,165,1,0
3912462,3912763,366,408,242,416,1,0
3912763,3912778,1,230,194,439,1,282
3912778,3912763,212,368,242,416,1,282
3912763,0,1,230,0,0,1,229
0,3912763,0,0,242,416,1,229
3912716,3912763,1,230,242,416,1,274
3912763,3912716,1,230,246,426,1,274
3912716,3912459,1,230,106,170,1,101
3912459,3912716,383,407,246,426,1,101
3912716,3912756,1,230,233,746,1,621
3912756,3912716,410,420,246,426,1,621
3912716,3912726,1,230,246,426,1,278
3912726,3912716,1,230,246,426,1,278
3912716,3912743,1,230,280,459,1,372
3912743,3912716,230,454,246,426,1,372
3912716,3912772,1,230,259,828,1,673
3912772,3912716,233,747,246,426,1,673
3912716,3912771,1,230,194,439,1,282
3912771,3912716,212,368,246,426,1,282
3912716,3912462,1,230,113,165,1,0
3912462,3912716,366,408,246,426,1,0
3912716,3912778,1,230,194,439,1,282
3912778,3912716,212,368,246,426,1,282
3912716,0,1,230,0,0,1,229
0,3912716,0,0,246,426,1,229
3912459,3912763,383,407,242,416,1,151
3912763,3912459,1,230,106,170,1,151
3912459,3912716,383,407,246,426,1,186
3912716,3912459,1,230,106,170,1,186
3912459,3912756,383,407,233,746,1,352
3912756,3912459,410,420,106,170,1,352
3912459,3912726,383,407,246,426,1,186
3912726,3912459,1,230,106,170,1,186
3912459,3912743,383,407,280,459,1,216
3912743,3912459,230,454,106,170,1,216
3912459,3912772,383,407,259,828,1,429
3912772,3912459,233,747,106,170,1,429
3912459,3912771,383,407,194,439,1,277
3912771,3912459,212,368,106,170,1,277
3912459,3912462,383,407,113,165,1,402
3912462,3912459,366,408,106,170,1,402
3912459,3912778,383,407,194,439,1,277
3912778,3912459,212,368,106,170,1,277
3912459,0,383,407,0,0,1,573
0,3912459,0,0,106,170,1,573
3912756,3912763,410,420,242,416,1,196
3912763,3912756,1,230,233,746,1,196
3912756,3912716,410,420,246,426,1,286
3912716,3912756,1,230,233,746,1,286
3912756,3912459,410,420,106,170,1,488
3912459,3912756,383,407,233,746,1,488
3912756,3912726,410,420,246,426,1,286
3912726,3912756,1,230,233,746,1,286
3912756,3912743,410,420,280,459,1,224
3912743,3912756,230,454,233,746,1,224
3912756,3912772,410,420,259,828,1,438
3912772,3912756,233,747,233,746,1,438
3912756,3912771,410,420,194,439,1,275
3912771,3912756,212,368,233,746,1,275
3912756,3912462,410,420,113,165,1,442
3912462,3912756,366,408,233,746,1,442
3912756,3912778,410,420,194,439,1,275
3912778,3912756,212,368,233,746,1,275
3912756,0,410,420,0,0,1,613
0,3912756,0,0,233,746,1,613
3912726,3912763,1,230,242,416,1,274
3912763,3912726,1,230,246,426,1,274
3912726,3912716,1,230,246,426,1,278
3912716,3912726,1,230,246,426,1,278
3912726,3912459,1,230,106,170,1,101
3912459,3912726,383,407,246,426,1,101
3912726,3912756,1,230,233,746,1,621
3912756,3912726,410,420,246,426,1,621
3912726,3912743,1,230,280,459,1,372
3912743,3912726,230,454,246,426,1,372
3912726,3912772,1,230,259,828,1,673
3912772,3912726,233,747,246,426,1,673
3912726,3912771,1,230,194,439,1,282
3912771,3912726,212,368,246,426,1,282
3912726,3912462,1,230,113,165,1,0
3912462,3912726,366,408,246,426,1,0
3912726,3912778,1,230,194,439,1,282
3912778,3912726,212,368,246,426,1,282
3912726,0,1,230,0,0,1,229
0,3912726,0,0,246,426,1,229
3912743,3912763,230,454,242,416,1,42
3912763,3912743,1,230,280,459,1,42
3912743,3912716,230,454,246,426,1,32
3912716,3912743,1,230,280,459,1,32
3912743,3912459,230,454,106,170,1,397
3912459,3912743,383,407,280,459,1,397
3912743,3912756,230,454,233,746,1,324
3912756,3912743,410,420,280,459,1,324
3912743,3912726,230,454,246,426,1,32
3912726,3912743,1,230,280,459,1,32
3912743,3912772,230,454,259,828,1,387
3912772,3912743,233,747,280,459,1,387
3912743,3912771,230,454,194,439,1,71
3912771,3912743,212,368,280,459,1,71
3912743,3912462,230,454,113,165,1,395
3912462,3912743,366,408,280,459,1,395
3912743,3912778,230,454,194,439,1,71
3912778,3912743,212,368,280,459,1,71
3912743,0,230,454,0,0,1,568
0,3912743,0,0,280,459,1,568
3912772,3912763,233,747,242,416,1,345
3912763,3912772,1,230,259,828,1,345
3912772,3912716,233,747,246,426,1,328
3912716,3912772,1,230,259,828,1,328
3912772,3912459,233,747,106,170,1,621
3912459,3912772,383,407,259,828,1,621
3912772,3912756,233,747,233,746,1,2
3912756,3912772,410,420,259,828,1,2
3912772,3912726,233,747,246,426,1,328
3912726,3912772,1,230,259,828,1,328
3912772,3912743,233,747,280,459,1,288
3912743,3912772,230,454,259,828,1,288
3912772,3912771,233,747,194,439,1,332
3912771,3912772,212,368,259,828,1,332
3912772,3912462,233,747,113,165,1,0
3912462,3912772,366,408,259,828,1,0
3912772,3912778,233,747,194,439,1,332
3912778,3912772,212,368,259,828,1,332
3912772,0,233,747,0,0,1,768
0,3912772,0,0,259,828,1,768
3912771,3912763,212,368,242,416,1,48
3912763,3912771,1,230,194,439,1,48
3912771,3912716,212,368,246,426,1,58
3912716,3912771,1,230,194,439,1,58
3912771,3912459,212,368,106,170,1,254
3912459,3912771,383,407,194,439,1,254
3912771,3912756,212,368,233,746,1,409
3912756,3912771,410,420,194,439,1,409
3912771,3912726,212,368,246,426,1,58
3912726,3912771,1,230,194,439,1,58
3912771,3912743,212,368,280,459,1,106
3912743,3912771,230,454,194,439,1,106
3912771,3912772,212,368,259,828,1,464
3912772,3912771,233,747,194,439,1,464
3912771,3912462,212,368,113,165,1,210
3912462,3912771,366,408,194,439,1,210
3912771,3912778,212,368,194,439,1,70
3912778,3912771,212,368,194,439,1,70
3912771,0,212,368,0,0,1,384
0,3912771,0,0,194,439,1,384
3912462,3912763,366,408,242,416,1,136
3912763,3912462,1,230,113,165,1,136
3912462,3912716,366,408,246,426,1,156
3912716,3912462,1,230,113,165,1,156
3912462,3912459,366,408,106,170,1,432
