CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3913444,3913445,194,375,186,326,1,48
3913445,3913444,402,430,94,311,1,48
3913444,3913406,194,375,246,426,1,57
3913406,3913444,267,449,94,311,1,57
3913444,3913422,194,375,246,426,1,57
3913422,3913444,265,428,94,311,1,57
3913444,3913451,194,375,100,337,1,107
3913451,3913444,194,369,94,311,1,107
3913444,3913447,194,375,190,286,1,90
3913447,3913444,402,424,94,311,1,90
3913444,3913430,194,375,246,426,1,57
3913430,3913444,1,230,94,311,1,57
3913444,3911714,194,375,327,349,1,154
3911714,3913444,348,442,94,311,1,154
3913444,3913437,194,375,183,426,1,58
3913437,3913444,210,371,94,311,1,58
3913444,3913317,194,375,197,225,1,159
3913317,3913444,288,412,94,311,1,159
3913444,0,194,375,0,0,1,388
0,3913444,0,0,94,311,1,388
3913445,3913444,402,430,94,311,1,433
3913444,3913445,194,375,186,326,1,433
3913445,3913406,402,430,246,426,1,286
3913406,3913445,267,449,186,326,1,286
3913445,3913422,402,430,246,426,1,286
3913422,3913445,265,428,186,326,1,286
3913445,3913451,402,430,100,337,1,359
3913451,3913445,194,369,186,326,1,359
3913445,3913447,402,430,190,286,1,322
3913447,3913445,402,424,186,326,1,322
3913445,3913430,402,430,246,426,1,286
3913430,3913445,1,230,186,326,1,286
3913445,3911714,402,430,327,349,1,0
3911714,3913445,348,442,186,326,1,0
3913445,3913437,402,430,183,426,1,285
3913437,3913445,210,371,186,326,1,285
3913445,3913317,402,430,197,225,1,352
3913317,3913445,288,412,186,326,1,352
3913445,0,402,430,0,0,1,613
0,3913445,0,0,186,326,1,613
3913406,3913444,267,449,94,311,1,273
3913444,3913406,194,375,246,426,1,273
3913406,3913445,267,449,186,326,1,124
3913445,3913406,402,430,246,426,1,124
3913406,3913422,267,449,246,426,1,38
3913422,3913406,265,428,246,426,1,38
3913406,3913451,267,449,100,337,1,199
3913451,3913406,194,369,246,426,1,199
3913406,3913447,267,449,190,286,1,166
3913447,3913406,402,424,246,426,1,166
3913406,3913430,267,449,246,426,1,38
3913430,3913406,1,230,246,426,1,38
3913406,3911714,267,449,327,349,1,0
3911714,3913406,348,442,246,426,1,0
3913406,3913437,267,449,183,426,1,109
3913437,3913406,210,371,246,426,1,109
3913406,3913317,267,449,197,225,1,234
3913317,3913406,288,412,246,426,1,234
3913406,0,267,449,0,0,1,464
0,3913406,0,0,246,426,1,464
3913422,3913444,265,428,94,311,1,257
3913444,3913422,194,375,246,426,1,257
3913422,3913445,265,428,186,326,1,108
3913445,3913422,402,430,246,426,1,108
3913422,3913406,265,428,246,426,1,22
3913406,3913422,267,449,246,426,1,22
3913422,3913451,265,428,100,337,1,183
3913451,3913422,194,369,246,426,1,183
3913422,3913447,265,428,190,286,1,150
3913447,3913422,402,424,246,426,1,150
