CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3911896,3914881,356,412,246,426,1,143
3914881,3911896,1,230,121,225,1,143
3911896,3914879,356,412,241,745,1,334
3914879,3911896,410,420,121,225,1,334
3911896,3911939,356,412,129,184,1,372
3911939,3911896,356,420,121,225,1,372
3911896,3912856,356,412,174,217,1,301
3912856,3911896,354,421,121,225,1,301
3911896,3914890,356,412,246,426,1,143
3914890,3911896,1,230,121,225,1,143
3911896,3914895,356,412,246,426,1,143
3914895,3911896,1,230,121,225,1,143
3911896,3914039,356,412,185,217,1,299
3914039,3911896,368,417,121,225,1,299
3911896,3914898,356,412,246,426,1,143
3914898,3911896,1,230,121,225,1,143
3911896,3911905,356,412,130,191,1,366
3911905,3911896,354,426,121,225,1,366
3911896,0,356,412,0,0,1,556
0,3911896,0,0,121,225,1,556
3914881,3911896,1,230,121,225,1,119
3911896,3914881,356,412,246,426,1,119
3914881,3914879,1,230,241,745,1,635
3914879,3914881,410,420,246,426,1,635
3914881,3911939,1,230,129,184,1,140
3911939,3914881,356,420,246,426,1,140
3914881,3912856,1,230,174,217,1,173
3912856,3914881,354,421,246,426,1,173
3914881,3914890,1,230,246,426,1,278
3914890,3914881,1,230,246,426,1,278
3914881,3914895,1,230,246,426,1,278
3914895,3914881,1,230,246,426,1,278
3914881,3914039,1,230,185,217,1,184
3914039,3914881,368,417,246,426,1,184
3914881,3914898,1,230,246,426,1,278
3914898,3914881,1,230,246,426,1,278
3914881,3911905,1,230,130,191,1,143
3911905,3914881,354,426,246,426,1,143
3914881,0,1,230,0,0,1,229
0,3914881,0,0,246,426,1,229
3914879,3911896,410,420,121,225,1,440
3911896,3914879,356,412,241,745,1,440
3914879,3914881,410,420,246,426,1,286
3914881,3914879,1,230,241,745,1,286
3914879,3911939,410,420,129,184,1,432
3911939,3914879,356,420,241,745,1,432
3914879,3912856,410,420,174,217,1,360
3912856,3914879,354,421,241,745,1,360
3914879,3914890,410,420,246,426,1,286
3914890,3914879,1,230,241,745,1,286
3914879,3914895,410,420,246,426,1,286
3914895,3914879,1,230,241,745,1,286
3914879,3914039,410,420,185,217,1,357
3914039,3914879,368,417,241,745,1,357
3914879,3914898,410,420,246,426,1,286
3914898,3914879,1,230,241,745,1,286
3914879,3911905,410,420,130,191,1,426
3911905,3914879,354,426,241,745,1,426
3914879,0,410,420,0,0,1,613
0,3914879,0,0,241,745,1,613
3911939,3911896,356,420,121,225,1,378
3911896,3911939,356,412,129,184,1,378
3911939,3914881,356,420,246,426,1,109
3914881,3911939,1,230,129,184,1,109
3911939,3914879,356,420,241,745,1,325
3914879,3911939,410,420,129,184,1,325
3911939,3912856,356,420,174,217,1,300
3912856,3911939,354,421,129,184,1,300
3911939,3914890,356,420,246,426,1,109
3914890,3911939,1,230,129,184,1,109
3911939,3914895,356,420,246,426,1,109
3914895,3911939,1,230,129,184,1,109
3911939,3914039,356,420,185,217,1,298
3914039,3911939,368,417,129,184,1,298
3911939,3914898,356,420,246,426,1,109
3914898,3911939,1,230,129,184,1,109
3911939,3911905,356,420,130,191,1,364
3911905,3911939,354,426,129,184,1,364
3911939,0,356,420,0,0,1,555
0,3911939,0,0,129,184,1,555
3912856,3911896,354,421,121,225,1,377
3911896,3912856,356,412,174,217,1,377
3912856,3914881,354,421,246,426,1,109
3914881,3912856,1,230,174,217,1,109
3912856,3914879,354,421,241,745,1,326
3914879,3912856,410,420,174,217,1,326
3912856,3911939,354,421,129,184,1,369
3911939,3912856,356,420,174,217,1,369
3912856,3914890,354,421,246,426,1,109
3914890,3912856,1,230,174,217,1,109
3912856,3914895,354,421,246,426,1,109
3914895,3912856,1,230,174,217,1,109
3912856,3914039,354,421,185,217,1,297
3914039,3912856,368,417,174,217,1,297
3912856,3914898,354,421,246,426,1,109
3914898,3912856,1,230,174,217,1,109
3912856,3911905,354,421,130,191,1,363
