CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3914041,3914020,362,417,130,202,1,371
3914020,3914041,355,426,127,225,1,371
3914041,3914003,362,417,114,193,1,387
3914003,3914041,365,402,127,225,1,387
3914041,3914839,362,417,246,426,1,140
3914839,3914041,1,230,127,225,1,140
3914041,3914845,362,417,246,426,1,140
3914845,3914041,1,230,127,225,1,140
3914041,3911920,362,417,132,202,1,369
3911920,3914041,353,412,127,225,1,369
3914041,3914022,362,417,390,394,1,44
3914022,3914041,370,411,127,225,1,44
3914041,3914002,362,417,393,402,1,50
3914002,3914041,365,402,127,225,1,50
3914041,3914012,362,417,162,225,1,338
3914012,3914041,353,417,127,225,1,338
3914041,3912839,362,417,129,225,1,374
3912839,3914041,372,433,127,225,1,374
3914041,0,362,417,0,0,1,559
0,3914041,0,0,127,225,1,559
3914020,3914041,355,426,127,225,1,372
3914041,3914020,362,417,130,202,1,372
3914020,3914003,355,426,114,193,1,383
3914003,3914020,365,402,130,202,1,383
3914020,3914839,355,426,246,426,1,110
3914839,3914020,1,230,130,202,1,110
3914020,3914845,355,426,246,426,1,110
3914845,3914020,1,230,130,202,1,110
3914020,3911920,355,426,132,202,1,366
3911920,3914020,353,412,130,202,1,366
3914020,3914022,355,426,390,394,1,65
3914022,3914020,370,411,130,202,1,65
3914020,3914002,355,426,393,402,1,71
3914002,3914020,365,402,130,202,1,71
3914020,3914012,355,426,162,225,1,336
3914012,3914020,353,417,130,202,1,336
3914020,3912839,355,426,129,225,1,370
3912839,3914020,372,433,130,202,1,370
3914020,0,355,426,0,0,1,558
0,3914020,0,0,130,202,1,558
3914003,3914041,365,402,127,225,1,372
3914041,3914003,362,417,114,193,1,372
3914003,3914020,365,402,130,202,1,367
3914020,3914003,355,426,114,193,1,367
3914003,3914839,365,402,246,426,1,161
3914839,3914003,1,230,114,193,1,161
3914003,3914845,365,402,246,426,1,161
3914845,3914003,1,230,114,193,1,161
3914003,3911920,365,402,132,202,1,365
3911920,3914003,353,412,114,193,1,365
3914003,3914022,365,402,390,394,1,24
3914022,3914003,370,411,114,193,1,24
3914003,3914002,365,402,393,402,1,29
3914002,3914003,365,402,114,193,1,29
3914003,3914012,365,402,162,225,1,334
3914012,3914003,353,417,114,193,1,334
3914003,3912839,365,402,129,225,1,370
3912839,3914003,372,433,114,193,1,370
3914003,0,365,402,0,0,1,554
0,3914003,0,0,114,193,1,554
3914839,3914041,1,230,127,225,1,125
3914041,3914839,362,417,246,426,1,125
3914839,3914020,1,230,130,202,1,128
3914020,3914839,355,426,246,426,1,128
3914839,3914003,1,230,114,193,1,116
3914003,3914839,365,402,246,426,1,116
3914839,3914845,1,230,246,426,1,278
3914845,3914839,1,230,246,426,1,278
3914839,3911920,1,230,132,202,1,130
3911920,3914839,353,412,246,426,1,130
3914839,3914022,1,230,390,394,1,421
3914022,3914839,370,411,246,426,1,421
3914839,3914002,1,230,393,402,1,427
3914002,3914839,365,402,246,426,1,427
3914839,3914012,1,230,162,225,1,160
3914012,3914839,353,417,246,426,1,160
3914839,3912839,1,230,129,225,1,127
3912839,3914839,372,433,246,426,1,127
3914839,0,1,230,0,0,1,229
0,3914839,0,0,246,426,1,229
3914845,3914041,1,230,127,225,1,125
3914041,3914845,362,417,246,426,1,125
3914845,3914020,1,230,130,202,1,128
3914020,3914845,355,426,246,426,1,128
3914845,3914003,1,230,114,193,1,116
3914003,3914845,365,402,246,426,1,116
3914845,3914839,1,230,246,426,1,278
3914839,3914845,1,230,246,426,1,278
3914845,3911920,1,230,132,202,1,130
3911920,3914845,353,412,246,426,1,130
3914845,3914022,1,230,390,394,1,421
3914022,3914845,370,411,246,426,1,421
3914845,3914002,1,230,393,402,1,427
3914002,3914845,365,402,246,426,1,427
3914845,3914012,1,230,162,225,1,160
3914012,3914845,353,417,246,426,1,160
3914845,3912839,1,230,129,225,1,127
3912839,3914845,372,433,246,426,1,127
3914845,0,1,230,0,0,1,229
0,3914845,0,0,246,426,1,229
3911920,3914041,353,412,127,225,1,360
3914041,3911920,362,417,132,202,1,360
3911920,3914020,353,412,130,202,1,355
3914020,3911920,355,426,132,202,1,355
3911920,3914003,353,412,114,193,1,371
3914003,3911920,365,402,132,202,1,371
3911920,3914839,353,412,246,426,1,117
3914839,3911920,1,230,132,202,1,117
3911920,3914845,353,412,246,426,1,117
3914845,3911920,1,230,132,202,1,117
3911920,3914022,353,412,390,394,1,50
3914022,3911920,370,411,132,202,1,50
3911920,3914002,353,412,393,402,1,56
3914002,3911920,365,402,132,202,1,56
3911920,3914012,353,412,162,225,1,322
3914012,3911920,353,417,132,202,1,322
3911920,3912839,353,412,129,225,1,358
3912839,3911920,372,433,132,202,1,358
3911920,0,353,412,0,0,1,544
0,3911920,0,0,132,202,1,544
3914022,3914041,370,411,127,225,1,380
3914041,3914022,362,417,390,394,1,380
3914022,3914020,370,411,130,202,1,375
3914020,3914022,355,426,390,394,1,375
3914022,3914003,370,411,114,193,1,391
3914003,3914022,365,402,390,394,1,391
3914022,3914839,370,411,246,426,1,153
3914839,3914022,1,230,390,394,1,153
3914022,3914845,370,411,246,426,1,153
3914845,3914022,1,230,390,394,1,153
3914022,3911920,370,411,132,202,1,373
3911920,3914022,353,412,390,394,1,373
3914022,3914002,370,411,393,402,1,37
3914002,3914022,365,402,390,394,1,37
3914022,3914012,370,411,162,225,1,342
3914012,3914022,353,417,390,394,1,342
3914022,3912839,370,411,129,225,1,378
3912839,3914022,372,433,390,394,1,378
3914022,0,370,411,0,0,1,562
0,3914022,0,0,390,394,1,562
3914002,3914041,365,402,127,225,1,372
3914041,3914002,362,417,393,402,1,372
3914002,3914020,365,402,130,202,1,367
3914020,3914002,355,426,393,402,1,367
3914002,3914003,365,402,114,193,1,383
3914003,3914002,365,402,393,402,1,383
3914002,3914839,365,402,246,426,1,161
3914839,3914002,1,230,393,402,1,161
3914002,3914845,365,402,246,426,1,161
3914845,3914002,1,230,393,402,1,161
3914002,3911920,365,402,132,202,1,365
3911920,3914002,353,412,393,402,1,365
3914002,3914022,365,402,390,394,1,24
3914022,3914002,370,411,393,402,1,24
3914002,3914012,365,402,162,225,1,334
3914012,3914002,353,417,393,402,1,334
3914002,3912839,365,402,129,225,1,370
3912839,3914002,372,433,393,402,1,370
3914002,0,365,402,0,0,1,554
0,3914002,0,0,393,402,1,554
3914012,3914041,353,417,127,225,1,365
3914041,3914012,362,417,162,225,1,365
3914012,3914020,353,417,130,202,1,360
3914020,3914012,355,426,162,225,1,360
3914012,3914003,353,417,114,193,1,376
3914003,3914012,365,402,162,225,1,376
3914012,3914839,353,417,246,426,1,112
3914839,3914012,1,230,162,225,1,112
3914012,3914845,353,417,246,426,1,112
3914845,3914012,1,230,162,225,1,112
3914012,3911920,353,417,132,202,1,358
3911920,3914012,353,412,162,225,1,358
3914012,3914022,353,417,390,394,1,55
3914022,3914012,370,411,162,225,1,55
3914012,3914002,353,417,393,402,1,61
3914002,3914012,365,402,162,225,1,61
3914012,3912839,353,417,129,225,1,363
3912839,3914012,372,433,162,225,1,363
3914012,0,353,417,0,0,1,549
0,3914012,0,0,162,225,1,549
3912839,3914041,372,433,127,225,1,402
3914041,3912839,362,417,129,225,1,402
3912839,3914020,372,433,130,202,1,397
3914020,3912839,355,426,129,225,1,397
3912839,3914003,372,433,114,193,1,413
3914003,3912839,365,402,129,225,1,413
3912839,3914839,372,433,246,426,1,133
3914839,3912839,1,230,129,225,1,133
3912839,3914845,372,433,246,426,1,133
3914845,3912839,1,230,129,225,1,133
3912839,3911920,372,433,132,202,1,395
3911920,3912839,353,412,129,225,1,395
3912839,3914022,372,433,390,394,1,54
3914022,3912839,370,411,129,225,1,54
3912839,3914002,372,433,393,402,1,59
3914002,3912839,365,402,129,225,1,59
3912839,3914012,372,433,162,225,1,364
3914012,3912839,353,417,129,225,1,364
3912839,0,372,433,0,0,1,584
0,3912839,0,0,129,225,1,584
0,3914041,0,0,127,225,1,228
3914041,0,362,417,0,0,1,228
0,3914020,0,0,130,202,1,205
3914020,0,355,426,0,0,1,205
0,3914003,0,0,114,193,1,200
3914003,0,365,402,0,0,1,200
0,3914839,0,0,246,426,1,430
3914839,0,1,230,0,0,1,430
0,3914845,0,0,246,426,1,430
3914845,0,1,230,0,0,1,430
0,3911920,0,0,132,202,1,205
3911920,0,353,412,0,0,1,205
0,3914022,0,0,390,394,1,524
3914022,0,370,411,0,0,1,524
0,3914002,0,0,393,402,1,534
3914002,0,365,402,0,0,1,534
0,3914012,0,0,162,225,1,228
3914012,0,353,417,0,0,1,228
0,3912839,0,0,129,225,1,228
3912839,0,372,433,0,0,1,228
