CD_ORDER,CD_MISSION,NM_PRIORITY,TP_MISSION,DSC_MISSION,UDC,OID_STACKED_UDC,OID_FORKLIFT,FROM_X,FROM_Y,FROM_Z,AREA_FROM,TP_AREA_FROM,DSC_AREA_FROM,BEAM_FROM,AREA_TO,TP_AREA_TO,DSC_AREA_TO,BEAM_TO,TO_X,TO_Y,TO_Z,DT_INSERT,DT_START,DT_UPDATE,DIFF,OID_ORDER_R_BEAM,OID_ORDER,OID_ORDER_R,OID_ARTICLE,OID_BATCH,QTY_TO_PICK,NM_ENTIRE,NM_TOTAL,CD_ARTICLE,DSC_ARTICLE,WEIGHT,HEIGHT,TP_UDC,DT_READY_TO_GO,DIFF_READY_TO_GO,DISTANCE
2562123030,3912211,8,60,POSIZIONAMENTO INTERI,1,3803867,40,115,454,0,M3-61B-02,STOCK,PIAZZALE LATO NORD,9,M3-BO-460,S_CA,BOX PRONTI CAMION,1,398,436,0,9/11/2022 8:38:58 AM,9/11/2022 8:44:18 AM,9/11/2022 8:50:26 AM,6,1385257,1308721,40287463,186239,277059,0,6,6,738661,INDUSTRIAL PLOMB NAT 80x80 RET,2381,,1,9/11/2022 8:47:46 AM,3,332
2562122552,3911678,8,60,POSIZIONAMENTO INTERI,1,3803883,58,98,483,0,M3-63B-02,STOCK,PIAZZALE LATO NORD,29,0,STOCK,0,-,1,230,1,9/11/2022 5:10:43 AM,9/11/2022 8:45:49 AM,9/11/2022 8:57:00 AM,11,1385272,1308196,40286515,1479052,410853,0,1,1,761189,STONTECH 4.0 STONE_06 80x80 RET,2381,,1,9/11/2022 8:53:44 AM,8,268
2562123651,3912216,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3803875,65,133,192,0,PRE-BOX-9A,PRE_BOX,AREA PRE-BOX PLANT2,6,M3-CL-03,S_CANT,Cantilever M3,-,378,411,3807,9/11/2022 8:40:57 AM,9/11/2022 8:46:22 AM,9/11/2022 8:52:48 AM,6,1385455,1309438,0,0,0,0,1,1,,,,,,9/11/2022 8:52:04 AM,6,413
2562123030,3912244,8,60,POSIZIONAMENTO INTERI,1,3803894,40,115,454,0,M3-61B-02,STOCK,PIAZZALE LATO NORD,9,M3-BO-460,S_CA,BOX PRONTI CAMION,1,398,436,0,9/11/2022 8:47:51 AM,9/11/2022 8:50:28 AM,9/11/2022 9:11:06 AM,21,1385257,1308721,40287463,186239,277059,0,6,6,738661,INDUSTRIAL PLOMB NAT 80x80 RET,2381,,1,9/11/2022 8:59:09 AM,9,332
2562123599,3911942,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3803882,65,390,394,0,0,STOCK,0,-,M3-CL-05,S_CANT,Cantilever M3,-,382,419,3797,9/11/2022 6:41:11 AM,9/11/2022 8:52:49 AM,9/11/2022 8:54:21 AM,2,1385378,1309375,0,0,0,0,1,1,,,,,,9/11/2022 8:53:30 AM,1,31
2562123646,3912258,5,15,CARICO DA MAG AUTO,1,3803885,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,4,9/11/2022 8:54:01 AM,9/11/2022 8:54:02 AM,9/11/2022 8:56:02 AM,2,1385469,1309430,0,0,0,0,1,1,738828,INDUSTRIAL IVORY NAT 40x80 RET,352,600,1,9/11/2022 8:54:57 AM,1,367
2562123330,3911927,6,94,POSIZIONAMENTO DA PREBOX A BDP,1,3803962,65,131,199,0,PRE-BOX-7A,PRE_BOX,AREA PRE-BOX PLANT2,5,M3-CL-03,S_CANT,Cantilever M3,-,353,412,3807,9/11/2022 6:40:01 AM,9/11/2022 8:54:23 AM,9/11/2022 9:37:55 AM,44,1385363,1309091,0,0,0,0,1,1,,,,,,9/11/2022 9:34:35 AM,40,362
2562122842,3912268,5,15,CARICO DA MAG AUTO,1,3803892,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,5,9/11/2022 8:57:54 AM,9/11/2022 8:57:55 AM,9/11/2022 8:59:08 AM,1,1385472,1308505,0,0,0,0,1,1,769935,REVES DE REX PERLE GLO 6MM 60X120 R,532,660,1,9/11/2022 8:58:03 AM,0,367
2562122665,3912272,5,15,CARICO DA MAG AUTO,1,3803922,34,246,426,0,MA-RUL-PIC,OUT_AUTO,RULLIERA PICKING MAGAUTO,-,0,STOCK,0,-,1,230,5,9/11/2022 9:01:38 AM,9/11/2022 9:15:03 AM,9/11/2022 9:16:41 AM,2,1385474,1308336,0,0,0,0,1,1,752203,RAWTECH RAW-DUST NAT 60X60 RET,96,300,1,9/11/2022 9:15:45 AM,1,367
2562123030,3912270,8,60,POSIZIONAMENTO INTERI,1,3803930,40,115,454,0,M3-61B-02,STOCK,PIAZZALE LATO NORD,9,M3-BO-460,S_CA,BOX PRONTI CAMION,1,398,436,0,9/11/2022 8:59:17 AM,9/11/2022 9:16:28 AM,9/11/2022 9:22:50 AM,6,1385257,1308721,40287463,186239,277059,0,6,6,738661,INDUSTRIAL PLOMB NAT 80x80 RET,2381,,1,9/11/2022 9:19:59 AM,4,332
