CD_MISSION_1,CD_MISSION_2,FROM_X,FROM_Y,TO_X,TO_Y,NM_PRIORITY,DISTANCE
3913936,3913939,219,723,242,416,1,323
3913939,3913936,1,230,265,858,1,323
3913936,3913912,219,723,200,288,1,449
3913912,3913936,402,422,265,858,1,449
3913936,3913946,219,723,242,416,1,323
3913946,3913936,1,230,265,858,1,323
3913936,3913944,219,723,265,858,1,163
3913944,3913936,219,723,265,858,1,163
3913936,3913147,219,723,168,299,1,457
3913147,3913936,1,230,265,858,1,457
3913936,3913948,219,723,242,416,1,323
3913948,3913936,1,230,265,858,1,323
3913936,3913901,219,723,247,843,1,182
3913901,3913936,219,723,265,858,1,182
3913936,3913955,219,723,242,416,1,323
3913955,3913936,1,230,265,858,1,323
3913936,3913958,219,723,242,416,1,323
3913958,3913936,1,230,265,858,1,323
3913936,0,219,723,0,0,1,732
0,3913936,0,0,265,858,1,732
3913939,3913936,1,230,265,858,1,712
3913936,3913939,219,723,242,416,1,712
3913939,3913912,1,230,200,288,1,196
3913912,3913939,402,422,242,416,1,196
3913939,3913946,1,230,242,416,1,274
3913946,3913939,1,230,242,416,1,274
3913939,3913944,1,230,265,858,1,712
3913944,3913939,219,723,242,416,1,712
3913939,3913147,1,230,168,299,1,187
3913147,3913939,1,230,242,416,1,187
3913939,3913948,1,230,242,416,1,274
3913948,3913939,1,230,242,416,1,274
3913939,3913901,1,230,247,843,1,731
3913901,3913939,219,723,242,416,1,731
3913939,3913955,1,230,242,416,1,274
3913955,3913939,1,230,242,416,1,274
3913939,3913958,1,230,242,416,1,274
3913958,3913939,1,230,242,416,1,274
3913939,0,1,230,0,0,1,229
0,3913939,0,0,242,416,1,229
3913912,3913936,402,422,265,858,1,471
3913936,3913912,219,723,200,288,1,471
3913912,3913939,402,422,242,416,1,186
3913939,3913912,1,230,200,288,1,186
3913912,3913946,402,422,242,416,1,186
3913946,3913912,1,230,200,288,1,186
3913912,3913944,402,422,265,858,1,471
3913944,3913912,219,723,200,288,1,471
3913912,3913147,402,422,168,299,1,331
3913147,3913912,1,230,200,288,1,331
3913912,3913948,402,422,242,416,1,186
3913948,3913912,1,230,200,288,1,186
3913912,3913901,402,422,247,843,1,490
3913901,3913912,219,723,200,288,1,490
3913912,3913955,402,422,242,416,1,186
3913955,3913912,1,230,200,288,1,186
3913912,3913958,402,422,242,416,1,186
3913958,3913912,1,230,200,288,1,186
3913912,0,402,422,0,0,1,603
0,3913912,0,0,200,288,1,603
3913946,3913936,1,230,265,858,1,712
3913936,3913946,219,723,242,416,1,712
3913946,3913939,1,230,242,416,1,274
3913939,3913946,1,230,242,416,1,274
3913946,3913912,1,230,200,288,1,196
3913912,3913946,402,422,242,416,1,196
3913946,3913944,1,230,265,858,1,712
3913944,3913946,219,723,242,416,1,712
3913946,3913147,1,230,168,299,1,187
3913147,3913946,1,230,242,416,1,187
3913946,3913948,1,230,242,416,1,274
3913948,3913946,1,230,242,416,1,274
3913946,3913901,1,230,247,843,1,731
3913901,3913946,219,723,242,416,1,731
3913946,3913955,1,230,242,416,1,274
3913955,3913946,1,230,242,416,1,274
3913946,3913958,1,230,242,416,1,274
3913958,3913946,1,230,242,416,1,274
3913946,0,1,230,0,0,1,229
0,3913946,0,0,242,416,1,229
3913944,3913936,219,723,265,858,1,163
3913936,3913944,219,723,265,858,1,163
3913944,3913939,219,723,242,416,1,323
3913939,3913944,1,230,265,858,1,323
3913944,3913912,219,723,200,288,1,449
3913912,3913944,402,422,265,858,1,449
3913944,3913946,219,723,242,416,1,323
3913946,3913944,1,230,265,858,1,323
3913944,3913147,219,723,168,299,1,457
3913147,3913944,1,230,265,858,1,457
3913944,3913948,219,723,242,416,1,323
3913948,3913944,1,230,265,858,1,323
3913944,3913901,219,723,247,843,1,182
3913901,3913944,219,723,265,858,1,182
3913944,3913955,219,723,242,416,1,323
3913955,3913944,1,230,265,858,1,323
3913944,3913958,219,723,242,416,1,323
3913958,3913944,1,230,265,858,1,323
3913944,0,219,723,0,0,1,732
0,3913944,0,0,265,858,1,732
3913147,3913936,1,230,265,858,1,712
3913936,3913147,219,723,168,299,1,712
3913147,3913939,1,230,242,416,1,274
3913939,3913147,1,230,168,299,1,274
3913147,3913912,1,230,200,288,1,196
3913912,3913147,402,422,168,299,1,196
3913147,3913946,1,230,242,416,1,274
3913946,3913147,1,230,168,299,1,274
3913147,3913944,1,230,265,858,1,712
3913944,3913147,219,723,168,299,1,712
3913147,3913948,1,230,242,416,1,274
3913948,3913147,1,230,168,299,1,274
3913147,3913901,1,230,247,843,1,731
3913901,3913147,219,723,168,299,1,731
3913147,3913955,1,230,242,416,1,274
3913955,3913147,1,230,168,299,1,274
3913147,3913958,1,230,242,416,1,274
3913958,3913147,1,230,168,299,1,274
3913147,0,1,230,0,0,1,229
0,3913147,0,0,168,299,1,229
3913948,3913936,1,230,265,858,1,712
3913936,3913948,219,723,242,416,1,712
3913948,3913939,1,230,242,416,1,274
3913939,3913948,1,230,242,416,1,274
3913948,3913912,1,230,200,288,1,196
