Operator,Task,Start,Finish,Successor
1,3913190,-1.7763568394002505e-15,10.196666666666665,3913295
1,3913295,20.30550336975177,30.495503369751766,3913199
1,3913199,40.60434007283686,50.80100673950353,3913226
1,3913226,60.915424811977594,71.11209147864426,3913290
1,3913290,81.22092818172936,91.41092818172936,0
2,3913161,0.0,10.196666666666667,3913167
2,3913167,20.31108473914074,30.507751405807404,3913249
2,3913249,40.61658810889251,50.806588108892505,3913278
2,3913278,60.9154248119776,71.1054248119776,3913220
2,3913220,81.21426151506269,91.41092818172936,0
