Operator,Task,Start,Finish,Successor
1,3913125,0.0,11.296666666666667,3912842
1,3912842,22.416893967935025,33.727089378565346,0
2,3911898,1.7763568394002505e-15,11.3471412353403,3913018
2,3913018,22.44667100496929,33.75686641559961,0
3,3913104,1.7763568394002505e-15,11.283333333333335,3913091
3,3913091,22.391235157045777,33.70476390100943,0
4,3911926,-1.7763568394002505e-15,11.32047456867363,3913007
4,3913007,22.42000433830263,33.736866415599614,0
5,3911932,0.0,11.306862077296985,0
5,3911932,0.0,11.306862077296985,3911922
5,3911922,22.403168356879647,33.730309592219946,0
5,3911922,22.403168356879647,33.730309592219946,3911932
