Operator,Task,Start,Finish,Successor
1,3878979,-3.552713678800501e-15,10.716666666666663,3878876
1,3878876,21.213408542285848,31.84340854228585,3878908
1,3878908,42.34015041790504,53.05681708457171,3878852
1,3878852,63.553558960190905,74.18355896019091,3878917
1,3878917,84.6803008358101,95.39696750247677,0
2,3878897,0.0,10.63,3878858
2,3878858,21.140695299091618,31.77069529909162,3883852
2,3883852,42.28139059818324,52.90472393151658,3879026
2,3879026,63.415419230608194,74.13208589727486,3878993
2,3878993,84.62882777289406,95.34549443956072,0
