Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881098,Service,11.199994418630611,0.0,10.64,10.64
1,2,3881098,3881283,Service,10.647438849121633,21.379763768540606,32.01309710187394,10.633333333333333
1,3,3881283,0,Return to Base,11.199994418630611,,,
2,1,0,3888376,Service,11.199994418630611,0.0,10.59,10.59
2,2,3888376,3887454,Service,10.789763768540611,21.379763768540606,32.01309710187394,10.633333333333333
2,3,3887454,0,Return to Base,11.199994418630611,,,
3,1,0,3881059,Service,11.199994418630611,0.0,10.64,10.64
3,2,3881059,3881237,Service,10.647438849121633,21.287438849121642,31.920772182454975,10.633333333333333
3,3,3881237,0,Return to Base,11.199994418630611,,,
4,1,0,3887456,Service,11.199994418630611,0.0,10.633333333333333,10.633333333333333
4,2,3887456,0,Return to Base,11.199994418630611,,,
