Operator,Task,Start,Finish,Successor
1,3884914,0.0,10.323333333333334,3884895
1,3884895,20.619145910949243,30.942479244282577,3884856
1,3884856,41.238291821898486,51.56162515523182,3884824
1,3884824,61.85743773284773,72.18077106618107,3884686
1,3884686,82.47658364379697,92.79991697713031,0
2,3884943,0.0,10.323333333333334,3884882
2,3884882,20.619145910949243,30.942479244282577,3884840
2,3884840,41.238291821898486,51.56162515523182,3884770
2,3884770,61.85743773284773,72.18077106618107,3884723
2,3884723,82.47658364379697,92.79991697713031,0
