Operator,Task,Start,Finish,Successor
1,3878484,0.0,10.573333333333334,3878525
1,3878525,21.058912470174548,31.63224580350788,3878536
1,3878536,42.117824940349095,52.69115827368243,3878503
1,3878503,63.17673741052364,73.75007074385698,0
2,3878496,0.0,10.573333333333334,3878509
2,3878509,21.058912470174548,31.63224580350788,3878519
2,3878519,42.117824940349095,52.69115827368243,3878546
2,3878546,63.17673741052364,73.75007074385698,0
3,3878538,0.0,10.573333333333334,3878530
3,3878530,21.058912470174548,31.63224580350788,0
