Operator,Task,Start,Finish,Successor
1,3884692,0.0,10.626666666666667,3872652
1,3872652,21.103719424560826,31.513719424560826,0
2,3889691,0.0,10.626666666666667,3885848
2,3885848,21.106587550755588,31.533254217422254,0
3,3885625,1.7763568394002505e-15,10.590000000000002,3883373
3,3883373,20.93046353272777,31.533796866061103,0
4,3889758,0.0,10.403333333333332,3883622
4,3883622,20.766122343617013,31.36612234361701,0
5,3881611,0.0,10.576666666666666,3880354
5,3880354,20.92271156878341,31.536044902116743,0
