Operator,Task,Start,Finish,Successor
1,3883096,-1.5987211554602254e-13,10.363333333333173,3886496
1,3886496,20.66472728033807,30.974727280338072,3883166
1,3883166,41.27612122734298,51.63945456067631,3883209
1,3883209,61.940848507681224,72.30418184101455,3883243
1,3883243,82.60557578801946,92.9689091213528,0
2,3883057,0.0,10.363333333333333,3886513
2,3886513,20.664727280338234,30.974727280338232,3883138
2,3883138,41.27612122734314,51.63945456067647,3883116
2,3883116,61.94084850768138,72.30418184101471,3883191
2,3883191,82.60557578801962,92.96890912135295,0
