Operator,Task,Start,Finish,Successor
1,3894715,0.0,10.176666666666666,3894653
1,3894653,20.321782270780133,30.4984489374468,3894704
1,3894704,40.643564541560266,50.82023120822693,3894663
1,3894663,60.9653468123404,71.14201347900706,3894746
1,3894746,81.28712908312053,91.4637957497872,0
2,3894694,0.0,10.176666666666666,3894737
2,3894737,20.321782270780133,30.4984489374468,3894686
2,3894686,40.643564541560266,50.82023120822693,3894726
2,3894726,60.9653468123404,71.14201347900706,3894678
2,3894678,81.28712908312053,91.4637957497872,0
