Operator,Task,Start,Finish,Successor
1,3883385,1.7763568394002505e-15,11.030000000000001,3887228
1,3887228,21.970460742043056,33.31712740870972,3883064
1,3883064,44.21293719564096,55.03960386230763,3885551
1,3885551,65.93541364923887,77.33208031590553,0
2,3887390,-1.7763568394002505e-15,11.396666666666665,3887400
2,3887400,22.362243570960125,33.75891023762679,3887341
2,3887341,65.93541364923887,77.33208031590553,0
3,3887362,1.7763568394002505e-15,11.396666666666668,3887332
3,3887332,22.362243570960132,33.7589102376268,3887373
3,3887373,44.724487141920264,56.12115380858693,0
