Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3890900,Service,11.174878256380202,0.0,10.123333333333333,10.123333333333333
1,2,3890900,3884921,Service,10.092092594918164,20.215425928251506,30.325425928251505,10.11
1,3,3884921,0,Return to Base,11.174878256380202,,,
2,1,0,3884449,Service,11.174878256380202,0.0,10.11,10.11
2,2,3884449,3884003,Service,10.083720540834694,20.19372054083469,30.320387207501355,10.126666666666665
2,3,3884003,0,Return to Base,11.174878256380202,,,
3,1,0,3887893,Service,11.174878256380202,0.0,10.113333333333333,10.113333333333333
3,2,3887893,3884566,Service,10.086511225529184,20.199844558862527,30.309844558862526,10.11
3,3,3884566,0,Return to Base,11.174878256380202,,,
4,1,0,3883975,Service,11.174878256380202,0.0,10.126666666666667,10.126666666666667
4,2,3883975,3885204,Service,10.083720540834694,20.210387207501356,30.320387207501355,10.11
4,3,3885204,0,Return to Base,11.174878256380202,,,
