Operator,Task,Start,Finish,Successor
1,3880532,-1.7763568394002505e-15,10.533333333333331,3885445
1,3885445,20.991005623229647,31.311005623229647,3889606
1,3889606,41.6235623090125,51.9535623090125,3883574
1,3883574,62.266118994795356,72.60278566146202,3878192
1,3878192,83.07999274421978,93.46999274421978,0
2,3883548,1.7763568394002505e-15,10.513333333333335,3880917
2,3880917,20.83147138850517,31.168138055171838,3883627
2,3883627,41.480694740954696,51.990694740954694,3880123
2,3880123,62.30883279612652,72.65883279612652,3880984
2,3880984,82.98255222068732,93.49588555402066,0
