Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3881451,Service,10.0,0.0,10.96,10.96
1,2,3881451,3881500,Service,10.845577462430407,21.80557746243042,32.76557746243042,10.96
1,3,3881500,3881370,Service,10.845577462430407,43.61115492486084,54.57115492486084,10.96
1,4,3881370,3881392,Service,10.845577462430407,65.41673238729126,76.37673238729127,10.960000000000008
1,5,3881392,0,Return to Base,10.0,,,
2,1,0,3881422,Service,10.0,0.0,10.96,10.96
2,2,3881422,3881490,Service,10.845577462430407,21.80557746243042,32.76557746243042,10.96
2,3,3881490,3881464,Service,10.845577462430407,43.61115492486084,54.57115492486084,10.96
2,4,3881464,3881510,Service,10.845577462430407,65.41673238729126,76.37673238729127,10.960000000000008
2,5,3881510,0,Return to Base,10.0,,,
3,1,0,3881474,Service,10.0,0.0,10.96,10.96
3,2,3881474,3881438,Service,10.845577462430407,65.41673238729126,76.37673238729127,10.960000000000008
3,3,3881438,0,Return to Base,10.0,,,
