Operator,Task,Start,Finish,Successor
1,3882067,0.0,10.436666666666667,3879022
1,3882067,0.0,10.436666666666667,3883938
1,3873494,20.57852582081013,30.88852582081013,3879022
1,3879022,20.671084047244065,30.967750713910732,0
1,3879022,20.671084047244065,30.967750713910732,3880877
2,3891506,0.0,10.31,3880877
2,3880877,20.566742991893054,30.86340965855972,0
3,3880323,0.0,10.463333333333333,0
4,3883938,1.7763568394002505e-15,10.273333333333335,3878589
4,3878589,20.504960162975987,30.804960162975988,0
5,3886765,0.0,10.296666666666667,3873494
5,3873494,20.57852582081013,30.88852582081013,0
