Operator,Task,Start,Finish,Successor
1,3877920,0.0,10.246666666666666,3877951
1,3877951,20.57875814531095,30.832091478644283,3877641
1,3877641,41.1586015878996,51.42860158789959,3877643
1,3877643,61.76906512062736,72.11573178729402,3877646
1,3877646,82.44224189654933,92.738908563216,0
2,3877937,-3.552713678800501e-15,10.246666666666663,3882113
2,3882113,20.57317677592197,30.843176775921968,3882226
2,3882226,41.15852414639933,51.48185747973266,3877959
2,3882226,41.15852414639933,51.48185747973266,3882117
2,3877959,61.81340708595927,72.08340708595927,0
2,3877959,61.81340708595927,72.08340708595927,3882117
2,3882117,82.42891011565841,92.74224344899174,0
2,3882117,82.42891011565841,92.74224344899174,3877959
