Operator,Task,Start,Finish,Successor
1,3880781,0.0,10.423333333333334,3881384
1,3881384,20.99542369570373,31.3420903623704,3889762
1,3889762,41.76069306654389,52.20735973321055,3881501
1,3881501,62.542241896549314,72.95224189654931,3882063
1,3882063,83.28712405988807,93.72045739322141,0
2,3887275,0.0,10.576666666666666,3884667
2,3884667,20.933874307561368,31.340540974228034,3888701
2,3888701,41.669841768177825,52.11650843484449,3881399
2,3881399,62.445809228794275,72.85247589546094,3887124
2,3887124,83.20968353635564,93.76635020302231,0
