Operator,Task,Start,Finish,Successor
1,3883400,5.329070518200751e-15,10.466666666666672,3880966
1,3880966,20.87968800145118,31.343021334784513,3881427
1,3881427,41.75046130018001,52.20712796684667,3878500
1,3878500,62.522475337324025,72.97914200399069,0
2,3889837,0.0,10.48,3878831
2,3878831,20.91813749703489,31.411470830368227,3886737
2,3886737,41.857980381486605,52.35131371481994,0
3,3880052,0.0,10.47,3880232
3,3880232,20.902556127645912,31.382556127645913,3884708
3,3884708,41.795577462430415,52.31557746243041,0
