Operator,Task,Start,Finish,Successor
1,3883359,0.0,11.126666666666667,3880454
1,3880454,22.100615625043584,33.23061562504358,3885186
1,3885186,44.19898321403153,55.352316547364865,3879819
1,3879819,66.32068413635281,77.47401746968615,0
2,3889863,-3.552713678800501e-15,11.236666666666663,3883514
2,3883514,22.28038274240585,33.51704940907251,3884527
2,3884527,66.23456011832499,77.47122678499166,0
3,3885524,0.0,11.236666666666666,3889592
3,3889592,22.28038274240585,33.51704940907251,3889652
3,3889652,44.530067953172306,55.746734619838975,0
