Operator,Task,Start,Finish,Successor
1,3886872,-1.7408297026122455e-13,11.223333333333159,3880750
1,3880750,22.225189138654983,33.395189138654985,3876725
1,3876725,44.38588220519886,55.58254887186553,3889745
1,3889745,66.5955674159653,77.79223408263198,3889589
1,3889589,88.80525262673176,100.00191929339843,0
2,3889867,0.0,11.196666666666667,3883503
2,3883503,22.209685210766274,33.40635187743294,0
2,3883503,22.209685210766274,33.40635187743294,3881806
2,3881806,44.41694402318474,55.58694402318474,3884923
2,3884923,66.59996256728452,77.7966292339512,3884478
2,3884478,88.80964777805097,100.00631444471765,0
2,3884478,88.80964777805097,100.00631444471765,3881806
