Operator,Task,Start,Finish,Successor
1,3880897,0.0,10.34,3884730
1,3884730,20.635812577615944,30.94247924428261,3880612
1,3880612,41.23829182189852,51.58829182189852,3886698
1,3886698,61.884104399514435,72.26410439951444,3885384
1,3885384,82.53480081487994,92.86813414821327,0
2,3880905,0.0,10.33,3885437
2,3885437,20.636975316393873,30.980308649727206,3879730
2,3879730,41.29286533551005,51.62619866884339,3880137
2,3880137,61.93875535462623,72.27208868795957,3876811
2,3876811,82.55673852679753,92.88007186013087,0
