Operator,Task,Start,Finish,Successor
1,3880229,0.0,10.28,3880248
1,3880248,20.480929298003275,30.760929298003276,3880218
1,3880218,40.96185859600655,51.24185859600655,3880203
1,3880203,61.442787894009825,71.66278789400982,3880233
1,3880233,81.8637171920131,92.1437171920131,0
2,3880212,0.0,10.22,3880259
2,3880259,20.420929298003273,30.700929298003274,3880239
2,3880239,40.90185859600655,51.18185859600655,3880242
2,3880242,61.38278789400982,71.66278789400982,3880247
2,3880247,81.8637171920131,92.1437171920131,0
