Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3882130,Service,10.647438849121633,0.0,11.336483834449517,11.336483834449517
1,2,3882130,3887746,Service,11.093948400239999,22.430432234689526,33.726916069139044,11.296483834449518
1,3,3887746,0,Return to Base,10.641857479732652,,,
2,1,0,3882107,Service,10.66976432667755,0.0,11.354946114831726,11.354946114831726
2,2,3882107,0,Return to Base,10.66976432667755,,,
3,1,0,3891455,Service,10.622322686871223,5.329070518200751e-15,11.256666666666671,11.256666666666666
3,2,3891455,3891488,Service,11.093948400239999,22.350615066906677,33.67043223468953,11.319817167782851
3,3,3891488,0,Return to Base,10.641857479732652,,,
4,1,0,3873552,Service,10.641857479732652,0.0,11.344946114831725,11.344946114831725
4,2,3873552,3873641,Service,11.09673908493449,22.441685199766212,33.751502367549065,11.309817167782853
4,3,3873641,0,Return to Base,10.613950632787754,,,
