Operator,Task,Start,Finish,Successor
1,3890772,0.0,10.4,3890831
1,3890831,20.748835586811225,31.148835586811224,3890784
1,3890784,41.49767117362244,51.89767117362244,3890759
1,3890759,62.24650676043367,72.64650676043367,3890817
1,3890817,82.99534234724489,93.39534234724489,0
2,3890793,0.0,10.4,3890804
2,3890804,20.748835586811225,31.148835586811224,3890824
2,3890824,41.49767117362245,51.89767117362245,3890840
2,3890840,62.24650676043368,72.64650676043368,3890849
2,3890849,82.9953423472449,93.3953423472449,0
