Operator,Task,Start,Finish,Successor
1,3911707,0.0,10.496666666666666,3913420
1,3913420,15.993408542285863,26.49007520895253,3913444
1,3913444,31.986817084571722,37.48348375123839,3913402
1,3913402,42.98022562685758,63.476892293524244,3913427
1,3913427,73.97363416914344,84.47030083581011,0
2,3913101,0.0,15.356666666666667,3911705
2,3911705,20.65526992897663,36.0119365956433,3913392
2,3913392,51.31053985795369,56.807206524620355,3913086
2,3913086,62.10580978693075,72.46247645359742,3913179
2,3913179,77.76107971590781,83.11774638257448,0
