Operator,Task,Start,Finish,Successor
1,3912258,1.7763568394002505e-15,11.223333333333334,3911927
1,3911927,21.549843442588642,32.86925700110872,0
2,3911678,1.7763568394002505e-15,10.893333333333334,3912270
2,3912270,21.777980381486586,32.884647048153255,0
3,3912268,0.0,11.223333333333333,3912244
3,3912244,21.22333333333333,32.33,0
4,3912272,1.7763568394002505e-15,11.223333333333334,3912211
4,3912211,22.32630864272899,33.43297530939566,0
5,3911942,1.7763568394002505e-15,10.215657064655847,3912216
5,3912216,21.399378235450072,32.88879179397015,0
