Operator,Task,Start,Finish,Successor
1,3913394,0.0,5.336666666666667,3913361
1,3913361,10.62131650550463,15.957983172171296,3913326
1,3913326,21.24263301100926,26.579299677675927,3913490
1,3913490,31.86394951651389,37.20061618318056,3913434
1,3913434,42.48526602201852,47.82193268868519,3913379
1,3913379,53.10658252752315,58.44324919418982,3913368
1,3913368,63.72789903302778,69.06456569969446,3913297
1,3913297,74.34921553853242,79.68588220519909,3913451
1,3913451,84.97053204403706,90.30719871070373,3913401
1,3913401,95.5918485495417,100.92851521620837,0
