Operator,Task,Start,Finish,Successor
1,3912452,1.0658141036401503e-14,11.346666666666678,3913733
1,3913733,22.482475337324026,33.78580867065736,3913218
1,3913218,44.935570764787144,56.403353499558676,3912472
1,3912472,67.56427833246644,78.84761166579977,3912455
1,3912455,89.92481595787282,101.22408965279993,0
2,3912312,0.0,11.393333333333333,3912844
2,3912844,22.610071860130887,33.89007186013089,3912843
2,3912843,45.05099669303865,56.4890776198413,3912473
2,3912473,67.59977012824825,78.87310346158158,3912460
2,3912460,89.9363543301822,101.2056280251093,0
