Operator,Task,Start,Finish,Successor
1,3913369,0.0,10.186666666666667,3913375
1,3913375,20.292712685057268,30.479379351723935,3913347
1,3913347,40.585425370114535,50.7720920367812,3913350
1,3913350,60.8781380551718,71.06480472183847,3913279
1,3913279,81.17085074022907,91.36085074022907,0
2,3913330,0.0,10.186666666666667,3913355
2,3913355,20.292712685057268,30.479379351723935,3913406
2,3913406,40.585425370114535,50.7720920367812,3913365
2,3913365,60.8781380551718,71.06480472183847,3913293
2,3913293,81.17085074022907,91.36085074022907,0
