Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3915186,Service,16.19999441863061,0.0,6.223333333333334,6.223333333333334
1,2,3915186,3914997,Service,10.775810345068162,16.999143678401513,23.222477011734846,6.223333333333333
1,3,3914997,3914954,Service,5.775810345068162,28.998287356803026,35.22162069013636,6.223333333333336
1,4,3914954,0,Return to Base,11.199994418630611,,,
2,1,0,3913882,Service,21.19999441863061,0.0,6.223333333333334,6.223333333333334
2,2,3913882,3913792,Service,5.775810345068162,11.999143678401513,28.222477011734846,16.223333333333333
2,3,3913792,0,Return to Base,6.199994418630611,,,
3,1,0,3914107,Service,21.19999441863061,0.0,11.223333333333333,11.223333333333333
3,2,3914107,3914083,Service,5.775810345068162,16.999143678401513,28.222477011734846,11.223333333333333
3,3,3914083,0,Return to Base,6.199994418630611,,,
