Operator,Task,Start,Finish,Successor
1,3913365,0.0,10.186666666666667,3913369
1,3913369,20.29271268505727,30.47937935172394,3913330
1,3913330,40.585425370114535,50.7720920367812,3913355
1,3913355,60.8781380551718,71.06480472183847,0
2,3913350,0.0,10.186666666666667,3913293
2,3913293,20.292712685057268,30.48271268505727,3913375
2,3913375,40.588758703447866,50.77542537011453,0
3,3913279,0.0,10.19,3913406
3,3913406,20.296046018390598,30.482712685057265,3913347
3,3913347,40.588758703447866,50.77542537011453,0
