Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3912614,Service,10.915344579792652,0.0,10.95,10.95
1,2,3912614,3912645,Service,10.859530885902856,21.80953088590287,32.75953088590287,10.95
1,3,3912645,0,Return to Base,10.915344579792652,,,
2,1,0,3912659,Service,10.915344579792652,0.0,10.95,10.95
2,2,3912659,3912171,Service,10.890228417542243,21.84022841754223,32.8268950842089,10.986666666666668
2,3,3912171,0,Return to Base,10.906972525709183,,,
3,1,0,3912628,Service,10.915344579792652,0.0,10.95,10.95
3,2,3912628,3912185,Service,10.890228417542243,21.84022841754223,32.8268950842089,10.986666666666668
3,3,3912185,0,Return to Base,10.906972525709183,,,
4,1,0,3912193,Service,10.906972525709183,0.0,10.986666666666666,10.986666666666666
4,2,3912193,0,Return to Base,10.906972525709183,,,
