Operator,Task,Start,Finish,Successor
1,3913125,-2.1316282072803006e-14,11.296666666666646,3911922
1,3911922,22.393405751601122,33.72054698694142,3913091
1,3913091,44.81728607187591,56.130814815839564,3911926
1,3911926,67.238716639552,78.55919120822563,3913018
1,3913018,89.65872097785461,100.96891638848493,0
2,3912842,3.552713678800501e-15,11.310195410630323,3911898
2,3911898,22.401353126175824,33.74849436151612,3913104
2,3913104,44.84523344645061,56.12856677978394,3911932
2,3911932,67.23646860349638,78.54333068079336,3913007
2,3913007,89.6512325045058,100.96809458180279,0
