Operator,Task,Start,Finish,Successor
1,3911922,0.0,6.327141235340299,3913018
1,3913018,12.42667100496927,23.73686641559959,3911898
1,3911898,29.836396185228576,36.183537420568875,0
2,3912842,0.0,6.3101954106303,3911932
2,3911932,12.423678603731751,28.73054068102874,0
3,3913007,0.0,6.316862077296985,3913104
3,3913104,12.427554585703927,18.710887919037262,3913125
3,3913125,24.888556860111933,31.1852235267786,0
4,3911926,0.0,11.320474568673632,3913091
4,3913091,22.42837639238607,33.74190513634972,0
