Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3912169,Service,11.199994418630611,0.0,10.25,10.25
1,2,3912169,3912166,Service,10.209301352086735,20.459301352086726,31.795936461868763,11.336635109782037
1,3,3912166,0,Return to Base,11.199994418630611,,,
2,1,0,3912159,Service,11.199994418630611,0.0,10.163333333333334,10.163333333333334
2,2,3912159,3912182,Service,10.775810345068162,20.939143678401486,32.20711104488128,11.267967366479795
2,3,3912182,0,Return to Base,11.199994418630611,,,
3,1,0,3912143,Service,11.199994418630611,0.0,10.25,10.25
3,2,3912143,3911662,Service,10.304184631699387,20.5541846316994,31.540851298366064,10.986666666666665
3,3,3911662,0,Return to Base,10.906972525709183,,,
4,1,0,3912136,Service,11.199994418630611,0.0,11.336635109782039,11.336635109782039
4,2,3912136,3912162,Service,10.13395286533551,21.470587975117553,31.633921308450887,10.163333333333334
4,3,3912162,0,Return to Base,11.199994418630611,,,
5,1,0,3912139,Service,11.199994418630611,0.0,11.302301238130916,11.302301238130916
5,2,3912139,3912171,Service,10.304184631699387,21.606485869830315,32.59315253649698,10.986666666666665
5,3,3912171,0,Return to Base,10.906972525709183,,,
