Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3912772,Service,12.363709936232855,0.0,10.423333333333334,10.423333333333334
1,2,3912772,3913665,Service,5.237208199031633,15.660541532364947,31.167208199031613,15.506666666666666
1,3,3913665,3913970,Service,5.457672289896326,41.10751796503277,51.94751796503277,10.840000000000003
1,4,3913970,0,Return to Base,7.486500062790405,,,
2,1,0,3913744,Service,7.595336765875507,0.0,5.623333333333333,5.623333333333333
2,2,3913744,3914672,Service,5.00279068469449,10.626124018027838,25.776124018027836,15.149999999999999
2,3,3914672,3914097,Service,5.011162738777959,30.78728675680579,36.22062009013912,5.43333333333333
2,4,3914097,0,Return to Base,12.374872675010813,,,
3,1,0,3913728,Service,7.642778405681834,0.0,20.78,20.78
3,2,3913728,3913894,Service,5.488369821535714,26.26836982153574,31.965036488202404,5.696666666666665
3,3,3913894,3915178,Service,5.005581369388979,36.97061785759141,42.13728452425808,5.166666666666671
3,4,3915178,0,Return to Base,17.2967335035651,,,
