Operator,Task,Start,Finish,Successor
1,3913531,0.0,10.966666666666667,3913324
1,3913324,21.837360291347494,32.80402695801416,3913463
1,3913463,43.67472058269499,54.64138724936166,3913425
1,3913425,65.51208087404248,76.47874754070915,3913376
1,3913376,87.34944116538998,98.31610783205664,0
2,3913512,0.0,10.966666666666667,3913497
2,3913497,21.837360291347494,32.80402695801416,3913447
2,3913447,43.67472058269499,54.64138724936166,3913405
2,3913405,65.51208087404248,76.47874754070915,3913342
2,3913342,87.34944116538998,98.31610783205664,0
