Operator,Task,Start,Finish,Successor
1,3913232,0.0,10.346666666666668,3913305
1,3913305,20.664804721838493,31.01480472183849,3914831
1,3914831,41.332942777010324,51.66960944367699,3914752
1,3914752,61.99332886823779,72.32666220157112,0
2,3914763,0.0,10.47,3914105
2,3914105,20.89418407356246,31.327517406895794,3914067
2,3914067,41.92472393151662,52.34139059818328,0
3,3912684,0.0,10.346666666666668,3914085
3,3914085,20.659223352449523,31.232556685782857,3913695
3,3913695,41.82418184101469,52.35418184101469,0
