Operator,Task,Start,Finish,Successor
1,3912277,-1.7763568394002505e-15,11.223333333333331,3912306
1,3912306,22.010306417179436,32.60363975051277,3912301
1,3912301,43.390612834358876,53.98394616769221,3912340
1,3912340,64.75975651276036,75.98308984609369,3912084
1,3912084,86.75890019116184,97.57890019116184,0
2,3912350,0.0,10.593333333333334,3912172
2,3912172,21.38030641717944,32.56697308384611,3912299
2,3912299,43.353946167692214,53.94727950102555,3912347
2,3912347,64.7230898460937,75.94642317942703,3912312
2,3912312,86.22828233357049,97.84098943061538,0
