Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3913903,Service,12.603708819958976,0.0,15.903333333333332,15.903333333333332
1,2,3913903,3913936,Service,10.466044343979796,26.369377677313107,42.29271101064644,15.923333333333336
1,3,3913936,0,Return to Base,12.472546639317956,,,
2,1,0,3914777,Service,12.461383900539998,0.0,15.496666666666666,15.496666666666666
2,2,3914777,3913902,Service,5.457672289896326,20.954338956562964,26.90100562322963,5.946666666666665
2,3,3913902,3913919,Service,10.466044343979796,37.367049967209404,43.290383300542736,5.923333333333332
2,4,3913919,3913996,Service,5.466044343979795,48.75642764452251,54.659760977855846,5.903333333333336
2,5,3913996,0,Return to Base,7.603708819958976,,,
3,1,0,3914721,Service,22.639987720987342,0.0,5.949999999999999,5.949999999999999
3,2,3914721,3914734,Service,5.644648164427142,11.594648164427166,32.544648164427166,20.95
3,3,3914734,3913944,Service,5.627904056260204,38.17255222068737,44.095885554020704,5.923333333333332
3,4,3913944,0,Return to Base,12.472546639317956,,,
