Operator,Task,Start,Finish,Successor
1,3911772,0.0,10.66,3911794
1,3911794,20.796279459165284,31.116279459165284,3911779
1,3911779,41.2502323245008,51.9102323245008,3911744
1,3911744,62.50743884912161,72.85077218245495,3911666
1,3911666,83.12704996720943,93.4737166338761,0
2,3911761,0.0,10.66,3911770
2,3911770,20.79395286533551,31.11395286533551,3911766
2,3911766,41.24790573067102,51.90790573067102,3911795
2,3911795,62.117207082757744,72.36720708275774,3911782
2,3911782,82.57650843484447,93.23650843484447,0
