Operator_ID,Sequence_Rank,From_Node,To_Node,Activity_Type,Travel_Time,Start_Service,Finish_Service,Processing_Time
1,1,0,3912277,Service,6.199994418630611,0.0,6.223333333333334,6.223333333333334
1,2,3912277,3913213,Service,5.775810345068162,11.999143678401502,18.222477011734835,6.223333333333333
1,3,3913213,3913274,Service,5.775810345068162,23.998287356803004,30.221620690136337,6.223333333333333
1,4,3913274,3913685,Service,5.775810345068162,35.99743103520451,42.22076436853784,6.223333333333336
1,5,3913685,0,Return to Base,6.199994418630611,,,
2,1,0,3913997,Service,6.199994418630611,0.0,6.223333333333334,6.223333333333334
2,2,3913997,3913630,Service,5.775810345068162,11.999143678401502,18.222477011734835,6.223333333333333
2,3,3913630,3915176,Service,5.775810345068162,23.998287356803004,30.221620690136337,6.223333333333333
2,4,3915176,3913552,Service,5.775810345068162,35.99743103520451,42.22076436853784,6.223333333333336
2,5,3913552,0,Return to Base,6.199994418630611,,,
