Operator,Task,Start,Finish,Successor
1,3913030,0.0,10.956666666666667,3913206
1,3913206,21.81898823726402,32.775654903930686,3913117
1,3913117,43.637976474528045,54.59464314119471,3913079
1,3913079,65.45696471179207,76.41363137845873,3913049
1,3913049,87.27595294905609,98.23261961572275,0
2,3913225,0.0,10.956666666666667,3913182
2,3913182,21.81898823726402,32.775654903930686,3913145
2,3913145,43.637976474528045,54.59464314119471,3913093
2,3913093,65.45696471179207,76.41363137845873,3913064
2,3913064,87.27595294905609,98.23261961572275,0
