Operator,Task,Start,Finish,Successor
1,3913512,0.0,10.966666666666667,3913463
1,3913463,21.837360291347494,32.80402695801416,3913376
1,3913376,43.67472058269499,54.64138724936166,3913405
1,3913405,65.51208087404248,76.47874754070915,0
2,3913324,0.0,10.966666666666667,3913531
2,3913531,21.837360291347494,32.80402695801416,0
3,3913425,0.0,10.966666666666667,3913447
3,3913447,21.837360291347494,32.80402695801416,3913342
3,3913342,43.67472058269499,54.64138724936166,3913497
3,3913497,65.51208087404248,76.47874754070915,0
