Operator,Task,Start,Finish,Successor
1,3913117,0.0,5.956666666666635,3913030
1,3913030,11.818988237264008,22.775654903930675,3913145
1,3913145,28.637976472528063,34.59464313919473,3913049
1,3913049,40.456964707792096,56.41363137445877,3913206
1,3913206,62.27595294205612,78.23261960872279,0
2,3913079,0.0,15.956666666666646,3913182
2,3913182,26.81898823726402,32.775654903930686,3913093
2,3913093,38.63797647452806,54.59464314119472,3913064
2,3913064,60.4569647117921,66.41363137845876,3913225
2,3913225,72.27595294905613,83.2326196157228,0
