Operator,Task,Start,Finish,Successor
1,3912193,0.0,10.986666666666666,3912186
1,3912186,21.29085129836606,32.51418463169939,3911661
1,3911661,42.81836926339879,53.55170259673213,3912155
1,3912155,63.55170259673213,74.6583692633988,0
2,3912194,19.190626787782417,30.41396012111575,3912191
2,3912191,41.1897704661839,52.41310379951723,3912185
2,3912185,62.76473007102295,73.75139673768962,0
3,3911931,1.7763568394002505e-15,11.43480486422078,3912222
3,3912222,21.80875661328241,33.03208994661574,3912207
3,3912207,43.80790029168389,55.03123362501722,0
