Operator,Task,Start,Finish,Successor
1,3913378,0.0,10.073333333333334,3913358
1,3913358,20.134728396612118,30.208061729945452,3913422
1,3913422,40.269456793224236,50.342790126557574,3913391
1,3913391,60.404185189836355,70.47751852316969,0
2,3913449,0.0,10.186666666666667,3913452
2,3913452,20.292712685057268,30.479379351723935,3913484
2,3913484,40.585425370114535,50.7720920367812,0
3,3913454,0.0,10.073333333333334,3913464
3,3913464,20.179379351723934,30.366046018390602,3912866
3,3912866,40.4720920367812,50.61875870344787,0
